customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport
P497869,None,Yes,No,No,No,Yes,No
P513067,DSL,Yes,No,No,No,Yes,No
P514284,DSL,Yes,Yes,No,No,Yes,Yes
P515038,DSL,Yes,Yes,No,Yes,Yes,Yes
P52455,DSL,Yes,Yes,Yes,Yes,No,Yes
P526389,DSL,No,No,Yes,No,Yes,Yes
P529004,None,Yes,No,No,No,No,No
P530226,DSL,Yes,Yes,No,No,No,Yes
P532607,Fiber Optic,Yes,No,No,Yes,Yes,Yes
P535033,DSL,Yes,No,No,Yes,No,Yes
P536859,Fiber Optic,Yes,Yes,No,No,No,No
P54060,DSL,Yes,Yes,No,No,Yes,Yes
P545768,DSL,Yes,No,No,No,No,No
P547130,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
P549470,DSL,Yes,No,No,No,No,Yes
P553271,Fiber Optic,Yes,Yes,No,No,No,No
P555585,Fiber Optic,No,No,No,Yes,No,No
P558309,Fiber Optic,Yes,No,No,No,No,Yes
P560448,None,Yes,Yes,Yes,No,No,No
P562122,DSL,Yes,No,No,Yes,No,No
P564059,Fiber Optic,Yes,Yes,No,Yes,No,Yes
P567328,DSL,Yes,No,No,No,No,No
P569056,None,Yes,No,Yes,No,No,No
P573247,DSL,Yes,No,No,No,Yes,Yes
P57385,Fiber Optic,Yes,Yes,Yes,No,Yes,No
P574000,None,Yes,No,No,Yes,Yes,No
P576478,DSL,Yes,No,No,No,No,Yes
P576658,DSL,No,Yes,No,No,Yes,Yes
P576674,DSL,No,Yes,Yes,Yes,No,Yes
P579491,DSL,Yes,No,No,Yes,No,Yes
P57969,None,Yes,Yes,Yes,Yes,Yes,Yes
P584359,DSL,Yes,Yes,No,Yes,Yes,No
P587250,Fiber Optic,Yes,No,Yes,Yes,No,No
P589193,DSL,No,No,Yes,Yes,Yes,Yes
P591493,DSL,Yes,Yes,Yes,No,Yes,Yes
P593660,DSL,Yes,No,No,No,No,No
P604430,None,No,Yes,Yes,No,No,Yes
P606593,Fiber Optic,Yes,Yes,No,No,Yes,Yes
P606795,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P606965,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P609333,Fiber Optic,Yes,Yes,No,No,Yes,Yes
P611486,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P612442,None,Yes,Yes,Yes,No,Yes,No
P613936,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P616131,Fiber Optic,Yes,Yes,No,Yes,No,No
P619058,Fiber Optic,Yes,Yes,No,No,No,No
P619108,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P619856,DSL,Yes,Yes,No,No,No,No
P621870,DSL,Yes,Yes,No,Yes,No,No
P625495,Fiber Optic,Yes,No,No,No,Yes,Yes
P626190,Fiber Optic,Yes,Yes,No,Yes,No,Yes
P62772,DSL,Yes,Yes,Yes,No,No,No
P628714,DSL,Yes,Yes,Yes,No,Yes,Yes
P628955,DSL,Yes,No,No,No,No,No
P631143,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P635169,Fiber Optic,Yes,Yes,Yes,No,Yes,No
P636120,DSL,No,No,Yes,Yes,No,No
P639279,Fiber Optic,Yes,Yes,No,Yes,No,Yes
P650282,None,No,Yes,No,No,Yes,No
P651146,None,Yes,No,Yes,No,No,Yes
P651840,DSL,Yes,Yes,No,No,Yes,No
P651891,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P652340,Fiber Optic,Yes,No,No,No,No,Yes
P661153,None,Yes,No,No,No,Yes,Yes
P661258,DSL,Yes,Yes,No,Yes,No,Yes
P668082,Fiber Optic,Yes,Yes,No,No,Yes,No
P670407,DSL,Yes,No,Yes,No,No,Yes
P67575,Fiber Optic,Yes,No,Yes,No,Yes,No
P677744,DSL,Yes,No,Yes,No,No,No
P684515,Fiber Optic,Yes,Yes,No,Yes,No,Yes
P685158,DSL,No,Yes,No,No,No,Yes
P68647,None,Yes,No,Yes,No,No,Yes
P688672,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P689291,None,No,Yes,No,Yes,No,No
P692149,None,Yes,No,No,Yes,No,Yes
P69600,None,Yes,No,No,No,No,No
P696406,DSL,Yes,No,No,No,No,Yes
P704448,Fiber Optic,Yes,Yes,No,No,Yes,Yes
P706486,Fiber Optic,Yes,Yes,No,No,No,Yes
P711162,DSL,No,No,No,Yes,Yes,No
P711855,DSL,Yes,No,No,Yes,No,Yes
P716061,DSL,No,No,No,No,Yes,No
P717753,DSL,Yes,No,No,No,No,No
P720243,Fiber Optic,Yes,No,No,No,Yes,No
P721661,Fiber Optic,Yes,Yes,No,No,No,Yes
P725200,DSL,Yes,Yes,Yes,No,Yes,No
P726191,DSL,Yes,Yes,Yes,No,No,Yes
P729485,Fiber Optic,No,Yes,No,No,Yes,No
P730715,None,Yes,No,No,No,Yes,No
P733036,None,Yes,Yes,No,Yes,No,No
P73950,Fiber Optic,Yes,No,No,No,No,No
P740173,None,Yes,Yes,Yes,No,Yes,No
P742927,DSL,Yes,No,No,No,No,No
P746019,DSL,Yes,Yes,Yes,No,No,No
P748671,None,Yes,No,Yes,Yes,No,No
P752014,DSL,Yes,No,No,Yes,No,Yes
P752095,DSL,No,Yes,Yes,No,Yes,No
P754286,Fiber Optic,Yes,Yes,No,No,No,No
P75697,DSL,No,No,Yes,Yes,Yes,No
P760514,None,Yes,No,No,Yes,Yes,No
P763257,Fiber Optic,Yes,No,Yes,Yes,No,No
P764987,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
P765785,Fiber Optic,Yes,No,No,Yes,Yes,No
P767618,DSL,Yes,No,No,Yes,No,Yes
P768995,DSL,Yes,Yes,No,No,No,Yes
P769156,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P770229,DSL,No,No,Yes,Yes,No,Yes
P774909,None,Yes,No,Yes,Yes,No,Yes
P778970,DSL,Yes,No,No,No,No,Yes
P779168,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P78007,DSL,Yes,No,No,Yes,No,Yes
P780501,DSL,Yes,Yes,Yes,Yes,Yes,No
P780569,Fiber Optic,Yes,Yes,No,Yes,No,No
P780728,Fiber Optic,Yes,Yes,No,Yes,No,No
P781692,DSL,No,No,Yes,Yes,No,Yes
P784259,Fiber Optic,No,Yes,No,No,No,No
P789306,Fiber Optic,Yes,Yes,No,No,No,No
P790445,Fiber Optic,Yes,No,Yes,No,Yes,No
P791872,DSL,Yes,No,Yes,No,No,No
P79273,Fiber Optic,Yes,No,No,No,No,Yes
P793379,DSL,Yes,Yes,No,Yes,No,No
P795203,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P801178,DSL,Yes,Yes,No,Yes,No,Yes
P802061,Fiber Optic,Yes,No,No,No,Yes,No
P803103,Fiber Optic,No,No,Yes,Yes,Yes,No
P804421,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P809833,DSL,Yes,No,No,No,Yes,No
P810146,DSL,Yes,No,No,Yes,No,Yes
P811960,Fiber Optic,Yes,No,No,Yes,No,Yes
P812093,Fiber Optic,Yes,No,Yes,No,Yes,Yes
P81280,Fiber Optic,Yes,No,No,No,No,Yes
P814149,DSL,Yes,No,Yes,No,No,Yes
P820298,Fiber Optic,Yes,Yes,Yes,No,No,No
P820780,DSL,Yes,No,Yes,Yes,No,Yes
P822042,Fiber Optic,Yes,Yes,Yes,No,No,No
P824126,Fiber Optic,Yes,Yes,No,No,Yes,Yes
P82698,None,Yes,Yes,No,No,No,No
P82876,DSL,No,Yes,No,Yes,Yes,No
P834547,Fiber Optic,Yes,No,No,No,No,Yes
P834833,None,Yes,No,No,No,No,Yes
P835429,DSL,Yes,No,Yes,No,No,No
P841552,Fiber Optic,Yes,Yes,No,No,No,No
P842540,Fiber Optic,Yes,No,No,Yes,Yes,No
P845623,None,Yes,No,No,Yes,Yes,No
P849493,DSL,Yes,Yes,No,No,No,Yes
P854121,None,Yes,Yes,No,No,No,No
P854266,Fiber Optic,Yes,No,No,Yes,Yes,No
P854464,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
P854487,None,No,Yes,No,No,No,Yes
P854609,Fiber Optic,Yes,No,No,Yes,Yes,No
P855307,Fiber Optic,Yes,No,No,Yes,No,Yes
P855327,Fiber Optic,Yes,No,No,Yes,Yes,No
P857810,DSL,No,Yes,Yes,No,Yes,Yes
P859987,Fiber Optic,No,Yes,Yes,No,No,Yes
P860743,DSL,Yes,No,No,Yes,No,No
P861065,DSL,Yes,No,No,Yes,Yes,No
P861928,Fiber Optic,Yes,No,Yes,Yes,No,Yes
P865655,Fiber Optic,Yes,No,No,No,Yes,No
P869138,None,Yes,No,No,No,No,No
P870642,Fiber Optic,Yes,No,No,No,No,No
P870952,Fiber Optic,Yes,No,No,Yes,No,No
P872354,DSL,Yes,Yes,No,Yes,No,Yes
P873435,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
P877356,Fiber Optic,No,No,Yes,No,No,Yes
P879204,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
P87929,DSL,Yes,Yes,No,No,Yes,No
P883127,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
P883191,DSL,Yes,Yes,No,No,Yes,No
P885612,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P888263,Fiber Optic,Yes,Yes,Yes,Yes,No,No
P888518,Fiber Optic,Yes,No,Yes,Yes,No,Yes
P89048,DSL,No,Yes,No,No,Yes,No
P892051,DSL,Yes,No,Yes,Yes,No,Yes
P895687,DSL,Yes,Yes,No,Yes,Yes,No
P897691,Fiber Optic,Yes,Yes,Yes,No,Yes,No
P899160,Fiber Optic,Yes,No,No,No,Yes,No
P899179,Fiber Optic,Yes,No,No,Yes,No,No
P899811,DSL,Yes,No,No,Yes,No,No
P902500,Fiber Optic,Yes,No,No,No,No,No
P903134,Fiber Optic,Yes,Yes,No,Yes,No,No
P903407,None,Yes,No,No,No,Yes,No
P905987,Fiber Optic,Yes,Yes,Yes,No,No,Yes
P911138,Fiber Optic,Yes,No,Yes,Yes,No,No
P913243,Fiber Optic,Yes,Yes,Yes,No,No,Yes
P91417,DSL,Yes,No,No,No,Yes,Yes
P914552,Fiber Optic,Yes,No,No,No,No,No
P915334,None,Yes,Yes,No,No,No,No
P925816,DSL,Yes,No,No,No,Yes,Yes
P92726,Fiber Optic,Yes,No,No,Yes,Yes,No
P930411,None,Yes,No,No,No,No,No
P935385,Fiber Optic,Yes,No,Yes,Yes,Yes,No
P937306,DSL,Yes,No,No,Yes,No,Yes
P938583,None,Yes,No,No,No,No,Yes
P940638,DSL,Yes,No,Yes,Yes,No,Yes
P940749,DSL,Yes,No,No,No,Yes,Yes
P942401,DSL,Yes,No,No,No,No,No
P944183,DSL,Yes,Yes,Yes,No,No,No
P94424,None,Yes,Yes,Yes,No,Yes,No
P945462,DSL,Yes,Yes,No,Yes,No,No
P946439,Fiber Optic,No,Yes,No,No,No,No
P947144,DSL,Yes,No,Yes,No,No,No
P948888,None,Yes,Yes,No,No,No,No
P954849,Fiber Optic,Yes,No,No,No,Yes,No
P955847,Fiber Optic,Yes,No,No,Yes,Yes,No
P956414,DSL,Yes,No,No,No,Yes,No
P960014,Fiber Optic,Yes,No,No,No,Yes,No
P961504,DSL,Yes,Yes,Yes,Yes,No,Yes
P964793,DSL,Yes,No,No,No,No,Yes
P968345,Fiber Optic,Yes,No,Yes,No,Yes,No
P96900,None,Yes,Yes,No,Yes,No,Yes
P973504,DSL,Yes,Yes,No,No,Yes,Yes
P974421,DSL,Yes,No,No,No,No,No
P975854,Fiber Optic,No,No,No,Yes,Yes,Yes
P976608,DSL,Yes,Yes,Yes,Yes,Yes,No
P978672,Fiber Optic,Yes,Yes,Yes,No,No,No
P979238,Fiber Optic,Yes,No,No,Yes,Yes,No
P979899,Fiber Optic,Yes,Yes,No,No,Yes,No
P980194,Fiber Optic,Yes,Yes,No,Yes,No,Yes
P982922,None,Yes,No,Yes,Yes,No,Yes
P986012,Fiber Optic,Yes,No,No,Yes,No,No
P987255,DSL,Yes,No,Yes,No,Yes,No
P987295,None,Yes,Yes,No,Yes,No,No
P988126,Fiber Optic,Yes,Yes,No,Yes,Yes,No
P994086,DSL,Yes,Yes,No,Yes,Yes,Yes
P997019,None,Yes,Yes,No,No,Yes,Yes
P997581,None,Yes,Yes,No,No,No,No
P998280,Fiber Optic,Yes,Yes,No,No,No,Yes
P99854,DSL,Yes,Yes,No,Yes,Yes,No
P99969,None,Yes,Yes,No,No,No,No
Q03604,Fiber Optic,Yes,No,No,No,No,Yes
Q06720,None,Yes,Yes,Yes,No,Yes,Yes
Q08338,DSL,Yes,No,No,Yes,No,No
Q09894,None,Yes,No,No,No,Yes,No
Q100782,Fiber Optic,Yes,Yes,No,Yes,No,No
Q103360,Fiber Optic,Yes,Yes,Yes,No,No,No
Q103481,Fiber Optic,Yes,No,Yes,No,No,No
Q105645,DSL,Yes,No,Yes,Yes,Yes,Yes
Q108937,None,Yes,Yes,Yes,Yes,No,No
Q109692,None,Yes,Yes,No,No,Yes,Yes
Q111213,DSL,Yes,No,Yes,No,No,Yes
Q11232,Fiber Optic,Yes,No,Yes,No,Yes,No
Q112325,Fiber Optic,Yes,No,Yes,Yes,No,No
Q118737,DSL,Yes,No,Yes,Yes,Yes,Yes
Q120783,Fiber Optic,Yes,Yes,No,No,Yes,No
Q121262,DSL,Yes,No,No,No,No,No
Q122695,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
Q125031,DSL,Yes,Yes,No,Yes,No,Yes
Q127546,Fiber Optic,Yes,No,No,No,No,No
Q127985,Fiber Optic,Yes,Yes,No,Yes,No,No
Q136086,None,No,Yes,No,No,Yes,No
Q138800,DSL,Yes,No,No,No,No,Yes
Q139076,Fiber Optic,Yes,Yes,Yes,No,No,No
Q140635,Fiber Optic,Yes,Yes,Yes,No,No,Yes
Q14524,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
Q147103,DSL,Yes,No,No,Yes,No,No
Q147980,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
Q150878,Fiber Optic,Yes,Yes,No,No,No,Yes
Q154305,DSL,Yes,Yes,No,Yes,No,No
Q154549,Fiber Optic,Yes,No,No,No,No,No
Q154739,DSL,Yes,No,No,No,No,No
Q155887,Fiber Optic,Yes,No,Yes,Yes,Yes,No
Q156955,Fiber Optic,Yes,No,Yes,No,No,No
Q158204,Fiber Optic,Yes,No,No,No,No,No
Q163995,Fiber Optic,Yes,No,No,No,No,No
Q164590,Fiber Optic,Yes,Yes,No,Yes,No,No
Q166427,None,Yes,No,No,No,No,No
Q170446,DSL,Yes,Yes,Yes,No,No,Yes
Q17056,DSL,Yes,Yes,No,Yes,Yes,Yes
Q17301,Fiber Optic,Yes,Yes,No,No,No,No
Q18512,DSL,Yes,No,No,Yes,No,No
Q186415,Fiber Optic,Yes,No,No,Yes,No,Yes
Q18721,DSL,Yes,No,Yes,No,Yes,No
Q190990,None,Yes,Yes,Yes,No,No,Yes
Q19503,DSL,Yes,Yes,Yes,Yes,Yes,No
Q197121,None,Yes,Yes,No,No,Yes,No
Q200925,DSL,Yes,Yes,No,No,Yes,No
Q202776,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
Q20365,DSL,Yes,Yes,No,No,Yes,No
Q206821,DSL,Yes,No,No,No,Yes,Yes
Q213577,Fiber Optic,Yes,No,No,Yes,Yes,No
Q216774,DSL,Yes,No,No,No,Yes,No
Q216789,DSL,No,No,No,Yes,Yes,No
Q221326,Fiber Optic,Yes,Yes,Yes,No,No,No
Q226767,None,Yes,No,Yes,No,Yes,Yes
Q240766,DSL,Yes,Yes,Yes,No,Yes,No
Q242803,Fiber Optic,Yes,Yes,No,No,No,No
Q246510,DSL,No,Yes,No,Yes,No,No
Q248113,DSL,Yes,Yes,No,No,No,Yes
Q24833,Fiber Optic,Yes,Yes,Yes,No,No,No
Q251689,DSL,Yes,Yes,No,No,No,Yes
Q252222,DSL,No,Yes,No,No,No,No
Q253167,Fiber Optic,Yes,No,No,No,No,No
Q259243,DSL,Yes,Yes,Yes,Yes,Yes,Yes
Q261805,Fiber Optic,Yes,Yes,No,Yes,Yes,No
Q263465,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
Q26506,DSL,Yes,Yes,No,Yes,Yes,No
Q270313,DSL,Yes,Yes,Yes,No,No,Yes
Q270422,None,Yes,No,Yes,No,Yes,No
Q272209,None,No,No,No,No,Yes,Yes
Q272593,Fiber Optic,Yes,No,Yes,Yes,No,Yes
Q273317,DSL,Yes,Yes,No,No,No,No
Q275471,Fiber Optic,Yes,No,No,Yes,No,No
Q277283,DSL,Yes,Yes,No,Yes,Yes,No
Q279060,Fiber Optic,Yes,Yes,No,No,No,No
Q288900,DSL,Yes,No,No,No,No,Yes
Q291298,Fiber Optic,Yes,No,Yes,Yes,Yes,No
Q291482,None,Yes,Yes,Yes,Yes,No,Yes
Q292404,DSL,Yes,No,Yes,No,No,No
Q296862,Fiber Optic,Yes,Yes,No,Yes,No,Yes
Q299497,DSL,Yes,Yes,No,No,Yes,Yes
Q301443,Fiber Optic,Yes,No,No,No,No,No
Q311850,Fiber Optic,Yes,No,No,No,No,No
Q314433,Fiber Optic,Yes,No,Yes,Yes,Yes,No
Q317026,DSL,Yes,Yes,No,Yes,No,No
Q32290,DSL,Yes,Yes,Yes,No,Yes,Yes
Q326191,None,Yes,Yes,No,No,No,No
Q335167,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
Q344342,Fiber Optic,Yes,Yes,No,No,No,No
Q345021,Fiber Optic,Yes,Yes,No,Yes,No,Yes
Q345034,DSL,Yes,Yes,No,Yes,No,Yes
Q346035,DSL,Yes,No,No,No,Yes,No
Q347541,Fiber Optic,Yes,Yes,Yes,Yes,No,No
Q348067,DSL,Yes,No,Yes,No,No,No
Q348233,DSL,Yes,Yes,No,No,No,Yes
Q352952,Fiber Optic,No,Yes,No,No,No,Yes
Q354961,DSL,Yes,No,No,Yes,Yes,No
Q358582,DSL,Yes,No,No,No,Yes,Yes
Q359434,DSL,Yes,No,Yes,No,No,No
Q359482,None,Yes,Yes,No,Yes,Yes,Yes
Q366127,Fiber Optic,Yes,No,Yes,No,No,Yes
Q368636,DSL,Yes,No,No,No,Yes,Yes
Q369666,Fiber Optic,No,Yes,Yes,No,No,No
Q373527,DSL,Yes,No,No,No,No,Yes
Q377307,DSL,Yes,No,No,No,No,No
Q378136,Fiber Optic,Yes,No,No,No,No,Yes
Q378447,None,Yes,Yes,Yes,Yes,No,No
Q378814,Fiber Optic,Yes,No,No,No,No,No
Q38182,DSL,Yes,No,No,No,No,No
Q385070,DSL,Yes,Yes,No,No,Yes,No
Q386914,Fiber Optic,Yes,No,No,No,No,Yes
Q393526,None,Yes,Yes,Yes,Yes,No,No
Q404548,None,Yes,Yes,No,Yes,No,No
Q404599,Fiber Optic,Yes,No,No,Yes,Yes,Yes
Q407375,Fiber Optic,No,No,No,Yes,No,No
Q408580,DSL,No,Yes,No,Yes,Yes,No
Q40996,None,Yes,No,No,No,No,No
Q416534,Fiber Optic,No,No,Yes,Yes,No,No
Q417407,Fiber Optic,Yes,Yes,No,No,No,No
Q418090,Fiber Optic,Yes,Yes,No,No,No,No
Q419416,Fiber Optic,Yes,No,Yes,Yes,No,No
Q420319,None,Yes,Yes,No,No,No,Yes
Q420732,Fiber Optic,No,No,No,No,Yes,No
Q420912,DSL,Yes,No,No,No,Yes,No
Q423150,DSL,Yes,No,No,Yes,No,No
Q424071,None,Yes,Yes,No,No,Yes,No
Q428611,DSL,No,No,Yes,Yes,Yes,Yes
Q430632,Fiber Optic,Yes,Yes,No,Yes,No,No
Q43671,Fiber Optic,No,No,Yes,Yes,No,No
Q437352,DSL,Yes,No,Yes,Yes,Yes,Yes
Q439921,None,Yes,No,No,No,Yes,No
Q441224,DSL,Yes,Yes,Yes,Yes,No,No
Q445599,DSL,Yes,No,No,No,No,Yes
Q448092,DSL,Yes,No,Yes,No,No,Yes
Q450492,Fiber Optic,Yes,Yes,No,Yes,No,No
Q453288,None,Yes,Yes,Yes,No,No,No
Q455677,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
Q461091,Fiber Optic,Yes,Yes,Yes,No,Yes,No
Q466195,Fiber Optic,Yes,No,Yes,Yes,No,Yes
Q46672,Fiber Optic,Yes,Yes,No,No,Yes,No
Q467770,DSL,Yes,No,No,No,No,Yes
Q470894,Fiber Optic,Yes,No,No,No,No,No
Q472250,DSL,Yes,No,Yes,No,Yes,No
Q474525,Fiber Optic,Yes,Yes,Yes,Yes,No,No
Q482787,DSL,Yes,Yes,No,No,No,No
Q483838,None,Yes,Yes,No,No,No,Yes
Q485617,None,Yes,Yes,No,Yes,Yes,No
Q485812,None,Yes,No,No,No,No,Yes
Q486828,Fiber Optic,Yes,No,Yes,No,Yes,Yes
Q486994,DSL,Yes,Yes,No,No,Yes,No
Q490945,Fiber Optic,Yes,No,Yes,Yes,No,Yes
Q491027,None,Yes,No,Yes,No,Yes,Yes
Q491662,None,Yes,Yes,No,No,No,No
Q495387,None,Yes,No,Yes,Yes,No,No
Q495449,DSL,Yes,No,No,No,No,Yes
Q498262,DSL,Yes,Yes,Yes,No,No,No
Q501175,DSL,No,Yes,No,No,No,No
Q501688,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
Q505376,DSL,Yes,No,No,No,Yes,No
Q517071,DSL,No,No,Yes,Yes,No,Yes
Q517075,DSL,Yes,No,No,Yes,No,No
Q52006,Fiber Optic,Yes,Yes,Yes,No,Yes,No
Q520116,Fiber Optic,Yes,No,No,No,No,No
Q523567,Fiber Optic,Yes,No,No,Yes,No,No
Q52428,Fiber Optic,Yes,Yes,Yes,No,No,No
Q526622,DSL,Yes,Yes,No,No,Yes,No
Q527077,None,Yes,No,No,Yes,No,Yes
Q527117,None,Yes,Yes,No,No,No,No
Q527467,None,Yes,No,No,Yes,No,Yes
Q527870,None,Yes,No,Yes,Yes,No,Yes
Q528302,DSL,Yes,No,Yes,No,Yes,No
Q531386,Fiber Optic,Yes,Yes,No,Yes,No,No
Q531557,Fiber Optic,Yes,No,No,Yes,No,No
Q531994,DSL,Yes,No,Yes,No,Yes,No
Q532087,DSL,No,No,No,Yes,Yes,Yes
Q539467,None,Yes,Yes,No,No,No,No
Q541158,None,Yes,No,No,Yes,No,No
Q542788,DSL,Yes,Yes,No,No,No,No
Q546354,DSL,No,Yes,Yes,No,No,No
Q549624,DSL,Yes,Yes,Yes,Yes,Yes,No
Q550105,Fiber Optic,Yes,No,No,No,Yes,Yes
Q551674,DSL,Yes,Yes,No,Yes,No,No
Q557106,Fiber Optic,Yes,Yes,Yes,Yes,No,No
Q561452,Fiber Optic,Yes,No,No,Yes,Yes,No
Q562879,DSL,Yes,No,Yes,No,No,Yes
Q563541,None,Yes,Yes,No,No,No,Yes
Q565796,DSL,Yes,No,No,No,Yes,No
Q567451,Fiber Optic,Yes,Yes,No,Yes,Yes,No
Q56795,None,Yes,Yes,No,No,No,Yes
Q570234,None,Yes,No,Yes,No,No,No
Q575694,DSL,Yes,No,No,No,No,Yes
Q577098,DSL,Yes,Yes,Yes,Yes,Yes,No
Q579568,DSL,Yes,No,Yes,No,No,No
Q581002,Fiber Optic,Yes,Yes,No,No,No,Yes
Q585011,Fiber Optic,Yes,Yes,No,Yes,No,No
Q588597,None,Yes,Yes,Yes,No,Yes,No
Q590164,Fiber Optic,Yes,No,Yes,Yes,Yes,No
Q597296,DSL,Yes,No,No,Yes,No,No
Q597706,Fiber Optic,Yes,No,No,No,Yes,Yes
Q597995,DSL,Yes,No,No,Yes,No,No
Q598691,Fiber Optic,Yes,Yes,No,No,No,Yes
Q604081,DSL,Yes,Yes,No,No,Yes,Yes
Q605061,DSL,Yes,No,No,Yes,Yes,Yes
Q605275,DSL,Yes,Yes,No,No,Yes,No
Q605434,None,No,Yes,No,No,Yes,No
Q608280,Fiber Optic,Yes,No,Yes,Yes,No,No
Q608767,DSL,Yes,Yes,Yes,No,Yes,Yes
Q610513,DSL,Yes,Yes,Yes,Yes,No,No
Q610916,Fiber Optic,Yes,No,Yes,Yes,No,No
Q611025,None,No,Yes,No,Yes,Yes,No
Q613302,Fiber Optic,Yes,No,No,Yes,Yes,Yes
Q61554,Fiber Optic,Yes,Yes,No,No,Yes,No
Q615981,None,Yes,Yes,Yes,No,No,No
Q616832,Fiber Optic,No,Yes,No,Yes,Yes,No
Q617390,None,Yes,No,No,No,Yes,No
Q61916,Fiber Optic,Yes,Yes,No,Yes,No,Yes
Q624270,Fiber Optic,Yes,Yes,No,Yes,Yes,No
Q625380,Fiber Optic,Yes,Yes,No,No,No,No
Q627124,Fiber Optic,Yes,Yes,No,No,No,Yes
Q632278,DSL,Yes,Yes,No,No,Yes,No
Q634561,DSL,Yes,No,No,No,No,No
Q636054,Fiber Optic,Yes,No,No,Yes,No,No
Q640899,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
Q641611,DSL,Yes,Yes,Yes,No,No,No
Q641658,DSL,Yes,Yes,No,No,No,No
Q642279,Fiber Optic,No,Yes,No,Yes,Yes,Yes
Q642363,Fiber Optic,No,No,No,Yes,No,Yes
Q644143,Fiber Optic,Yes,Yes,No,Yes,No,Yes
Q644455,None,Yes,No,Yes,Yes,Yes,Yes
Q64706,Fiber Optic,Yes,Yes,No,No,No,Yes
Q647797,None,Yes,No,Yes,Yes,Yes,No
Q64947,Fiber Optic,Yes,Yes,No,No,No,No
Q649581,Fiber Optic,Yes,Yes,No,No,No,No
Q655052,Fiber Optic,Yes,No,No,No,No,Yes
Q65833,Fiber Optic,Yes,Yes,No,No,Yes,No
Q662651,DSL,Yes,No,No,Yes,Yes,Yes
Q666534,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
Q667742,Fiber Optic,Yes,Yes,No,Yes,No,Yes
Q668333,None,Yes,Yes,Yes,No,No,Yes
Q674118,Fiber Optic,Yes,No,No,No,Yes,No
Q675449,None,Yes,Yes,Yes,Yes,No,No
Q675589,DSL,Yes,No,Yes,Yes,Yes,Yes
Q676795,Fiber Optic,Yes,Yes,No,Yes,Yes,No
Q686616,Fiber Optic,Yes,Yes,No,No,No,No
Q690485,DSL,Yes,No,Yes,No,Yes,Yes
Q691255,None,Yes,Yes,No,Yes,Yes,No
Q69497,None,Yes,Yes,Yes,No,No,Yes
Q696354,Fiber Optic,Yes,No,No,Yes,Yes,No
Q698456,DSL,Yes,Yes,Yes,Yes,No,Yes
Q700725,None,Yes,No,No,No,No,No
Q701785,Fiber Optic,Yes,Yes,No,Yes,No,Yes
Q704854,DSL,Yes,No,No,No,No,Yes
Q705427,DSL,Yes,No,Yes,No,No,Yes
Q706124,DSL,Yes,No,Yes,Yes,No,No
Q706777,DSL,Yes,Yes,No,No,Yes,No
Q713051,Fiber Optic,Yes,Yes,No,Yes,No,No
Q715652,DSL,Yes,No,No,Yes,No,Yes
Q717466,DSL,Yes,Yes,No,Yes,Yes,No
Q719914,Fiber Optic,Yes,No,No,Yes,Yes,Yes
Q721747,DSL,Yes,No,No,Yes,No,Yes
Q722018,Fiber Optic,Yes,No,No,Yes,Yes,No
Q724099,Fiber Optic,Yes,No,No,No,Yes,No
Q724137,DSL,Yes,Yes,No,No,Yes,Yes
Q726606,DSL,Yes,Yes,No,Yes,Yes,Yes
Q727920,DSL,Yes,Yes,No,No,Yes,No
Q731114,Fiber Optic,Yes,No,No,No,No,Yes
Q733674,Fiber Optic,No,No,Yes,No,No,No
Q734676,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
Q738259,DSL,Yes,Yes,No,Yes,No,No
Q739646,Fiber Optic,Yes,No,No,Yes,No,Yes
