customer_id,Timely_Responses,Timely Fixes,Timely_Replacement,Reliability,Options,Respectful,Courteous,Active_Listening
O159725,4,3,4,3,3,4,4,2
O160849,3,4,4,5,3,3,4,5
O162736,2,3,3,3,3,2,3,2
O16400,4,4,3,2,5,3,3,4
O166280,3,4,5,3,4,3,4,4
O167724,2,4,4,4,3,3,4,3
O16957,3,3,4,4,1,3,3,4
O17401,3,4,3,3,4,3,2,4
O177521,4,3,4,6,3,4,3,5
O178098,2,3,4,6,3,5,3,6
O179523,4,4,3,4,3,5,3,4
O180602,3,4,3,5,3,5,4,5
O181132,3,4,4,2,3,3,3,3
O181876,5,4,5,2,5,5,4,4
O18218,4,3,4,4,4,4,4,4
O186082,3,3,3,4,3,3,3,3
O186325,1,1,1,6,3,3,2,4
O186531,3,3,3,3,4,1,3,2
O187454,4,4,4,4,3,3,4,2
O189297,4,4,4,5,3,3,4,3
O194821,4,3,4,1,5,2,4,3
O19563,2,2,2,4,4,1,3,3
O199225,4,3,4,3,4,4,5,4
O206702,4,1,3,3,4,2,2,2
O207058,2,2,2,4,3,3,2,4
O208180,4,4,5,4,2,3,5,4
O209544,4,5,5,5,4,5,4,2
O211985,4,5,4,3,3,4,4,4
O212620,5,5,4,3,4,5,4,5
O214486,3,4,2,5,5,3,3,2
O216852,3,3,3,3,3,3,4,4
O220358,3,3,4,3,5,2,2,3
O221751,4,4,4,3,4,4,4,5
O222608,6,6,4,3,4,4,4,4
O224103,4,4,3,3,3,5,4,4
O226386,3,3,2,5,1,6,4,3
O230131,3,3,3,3,4,4,4,3
O230445,4,4,4,3,3,3,4,4
O235183,4,3,3,3,2,5,5,5
O236581,3,3,3,4,4,2,2,2
O241610,2,3,3,5,4,3,3,3
O246994,3,4,3,2,4,2,3,3
O249806,3,2,3,4,3,4,3,3
O251865,4,5,4,4,2,5,3,3
O256047,4,4,3,5,2,4,5,5
O257034,6,6,5,2,4,5,2,5
O260952,4,4,2,3,3,4,5,5
O261091,3,3,4,4,4,4,4,4
O261679,2,2,2,2,5,2,1,1
O263182,3,4,4,2,3,4,4,4
O264379,4,3,2,3,2,3,3,4
O265706,5,5,5,4,2,5,4,5
O265761,2,3,3,5,3,3,4,3
O267434,1,1,2,3,4,2,1,2
O269834,4,4,4,4,3,4,4,2
O270789,4,5,3,3,6,5,5,4
O274996,5,4,4,5,1,5,5,5
O279490,3,4,4,3,3,3,3,4
O284332,5,5,5,4,3,4,5,4
O285068,2,3,3,4,5,3,3,2
O287174,3,4,3,3,5,4,4,4
O288038,4,5,4,3,4,3,3,5
O292800,4,5,4,3,3,4,4,4
O298138,4,3,3,3,3,4,3,4
O299863,5,4,5,5,3,3,3,4
O302793,4,3,4,5,2,5,3,5
O307232,2,3,2,5,3,3,4,3
O316327,3,4,4,4,5,4,5,4
O317698,2,2,3,5,2,3,4,3
O320177,3,3,2,3,4,2,2,3
O321745,3,2,3,4,2,3,4,5
O326088,4,4,3,3,4,3,3,3
O329801,2,3,3,4,2,3,3,3
O341537,4,4,5,2,4,5,5,4
O342390,2,2,3,6,2,3,2,4
O344933,4,5,4,3,3,5,4,6
O346280,3,3,3,3,4,3,5,4
O347208,3,3,4,3,4,2,2,2
O347979,4,3,3,3,5,2,4,3
O354747,5,4,4,5,2,4,4,3
O35903,3,5,3,3,5,4,3,3
O361295,3,3,4,4,4,3,2,3
O362996,2,1,2,5,3,3,3,4
O366561,4,5,3,5,3,4,4,5
O373883,3,4,3,4,2,4,4,4
O376769,3,3,3,4,3,3,4,4
O383133,4,5,4,3,4,3,3,4
O383684,4,4,6,3,4,3,4,4
O385010,4,5,5,5,2,4,4,4
O385646,3,3,3,2,4,3,3,2
O386511,5,5,4,4,4,4,4,3
O391114,1,1,3,1,3,2,2,1
O392580,5,5,5,2,5,3,4,4
O392781,4,4,4,3,3,3,4,2
O398465,5,6,5,2,2,5,4,5
O402306,2,3,3,2,6,1,2,2
O403114,3,2,1,3,5,3,4,4
O403373,4,3,4,6,1,4,4,4
O404871,5,5,5,3,4,4,5,3
O406255,6,4,6,3,3,3,3,4
O408818,4,4,4,3,4,3,3,3
O409629,3,4,4,2,5,4,5,3
O40995,4,4,5,4,3,4,3,5
O410610,3,3,3,4,3,4,3,3
O412041,2,3,4,4,3,4,3,4
O412044,1,2,1,4,3,2,3,3
O412588,2,3,3,3,3,4,3,4
O416626,4,3,3,3,3,3,4,5
O417843,1,2,3,2,3,3,3,4
O42043,3,2,4,4,4,2,2,3
O426543,5,4,5,5,2,5,4,5
O431640,3,3,3,3,4,3,1,2
O435835,3,4,3,4,4,3,3,3
O438463,3,5,3,3,4,3,2,3
O440485,5,5,4,2,3,5,4,4
O444447,4,3,4,5,3,5,5,6
O444965,2,3,3,3,5,2,3,4
O454686,2,3,3,3,4,3,4,3
O45494,6,5,5,5,2,5,4,6
O456467,4,4,4,4,3,3,4,3
O463102,5,5,4,3,3,3,2,3
O463456,4,4,3,3,3,4,4,3
O464915,3,4,3,3,3,3,2,4
O464940,3,2,3,3,4,3,3,3
O465631,1,2,2,5,2,2,3,3
O466793,4,4,4,2,4,3,4,5
O466894,5,5,3,4,3,4,4,3
O467624,5,5,4,4,2,6,5,6
O472020,3,4,3,1,4,3,3,3
O47416,3,3,3,2,5,2,2,4
O474361,5,5,4,5,2,6,4,4
O479736,3,4,5,3,4,3,5,6
O489073,5,5,4,3,2,4,6,4
O492751,3,3,3,3,5,1,2,3
O495486,4,3,5,3,4,4,3,4
O499021,4,4,3,4,4,4,4,3
O505123,2,2,3,2,3,4,3,3
O506037,4,4,4,3,5,2,3,3
O507534,3,3,2,3,5,1,4,4
O508292,3,3,4,3,4,3,4,3
O511762,5,4,4,5,3,4,5,4
O517481,4,3,4,3,5,3,3,4
O521013,3,3,2,3,4,3,3,3
O525545,2,3,2,4,4,2,2,2
O529706,3,4,4,1,5,5,3,3
O53194,3,3,4,5,4,4,2,4
O532727,3,4,4,3,4,4,2,3
O534672,3,2,2,3,4,3,4,2
O535543,3,1,3,3,5,2,2,5
O536253,2,3,3,4,3,4,3,2
O542962,2,1,2,5,5,3,2,3
O543653,5,4,5,3,5,5,4,3
O546867,3,5,3,2,4,5,5,4
O546888,3,3,5,1,4,3,5,5
O549028,6,4,4,5,2,4,4,4
O551817,5,5,4,6,3,4,4,4
O554244,4,3,2,4,3,2,2,3
O554282,5,5,5,4,3,4,4,3
O555493,5,4,6,3,3,5,4,3
O560903,3,4,2,2,5,2,3,4
O566378,5,5,5,5,3,5,6,3
O569612,2,2,2,3,4,4,4,3
O570146,4,4,3,3,4,2,3,4
O574163,4,5,5,5,3,4,5,4
O574674,4,5,4,3,5,2,4,3
O575002,3,3,4,5,3,2,3,1
O575007,4,3,2,3,3,4,5,3
O583603,5,3,3,4,5,3,3,4
O585815,5,5,4,4,3,5,4,4
O587608,2,2,1,4,4,2,3,3
O594216,3,4,3,4,3,3,2,3
O595578,3,3,4,3,4,2,5,3
O597847,5,4,3,4,2,4,3,2
O599935,4,3,3,3,3,5,2,4
O602088,1,3,3,3,4,2,2,2
O608143,3,4,2,3,4,4,5,2
O608606,3,3,2,4,3,4,3,4
O608853,3,3,2,2,4,3,3,4
O61652,3,3,3,4,4,3,3,3
O619350,2,3,3,4,2,3,5,5
O625994,4,3,3,3,5,3,3,3
O629517,2,3,3,4,3,2,3,3
O632318,3,3,5,3,2,2,3,3
O636437,4,3,3,4,3,4,5,5
O647062,4,5,4,1,4,4,4,5
O649096,3,4,2,3,4,3,3,4
O651128,4,4,4,4,4,2,3,2
O652445,4,5,5,3,3,4,3,5
O65325,3,4,4,5,3,4,3,2
O654560,2,3,2,4,4,2,4,2
O656797,4,6,4,2,5,3,3,3
O66480,1,2,1,4,3,3,1,3
O667890,5,4,5,4,3,4,5,5
O674680,3,2,3,3,3,3,4,3
O683824,3,3,3,4,4,2,2,2
O683991,4,4,4,4,2,4,5,5
O686657,4,3,5,5,4,5,4,4
O691193,4,3,3,3,4,3,4,3
O697874,3,2,2,3,4,2,3,3
O698848,3,2,3,3,4,3,3,3
O707075,2,3,2,3,4,3,4,4
O70821,2,2,2,4,4,4,4,3
O708479,3,3,3,4,3,3,4,2
O70963,4,3,3,4,3,3,5,4
O711143,3,2,4,4,5,2,1,4
O716781,3,2,4,3,5,2,2,5
O717824,3,3,4,5,3,4,4,5
O720597,2,2,4,5,3,4,1,1
O721672,3,3,3,3,4,4,3,3
O735785,4,3,3,4,2,3,4,4
O739489,4,5,5,5,1,6,5,5
O744533,4,3,4,4,5,3,5,4
O753379,3,3,4,3,3,2,2,2
O756593,4,4,4,4,4,4,4,4
O758268,3,4,3,2,2,4,4,3
O760284,1,1,3,1,4,3,4,4
O760396,4,4,4,4,3,3,4,3
O763178,4,4,5,3,4,5,5,4
O763342,4,5,3,4,1,5,4,6
O764702,2,3,1,5,4,3,3,5
O769028,3,2,4,4,2,3,3,2
O76955,5,5,5,4,3,4,5,5
O773213,2,4,4,4,3,4,4,5
O774002,5,5,4,5,3,4,5,5
O779572,4,4,4,3,3,4,4,4
O785754,4,3,4,3,4,3,3,4
O790940,3,3,1,2,4,3,4,4
O791333,4,5,4,3,4,4,5,3
O791833,2,2,2,2,5,2,2,2
O793984,2,3,3,5,2,2,2,4
O79953,3,2,2,3,4,3,3,4
O804356,3,5,3,4,2,5,5,4
O808338,4,4,2,4,4,5,4,5
O810951,3,2,3,3,4,3,3,4
O816378,2,2,1,3,4,2,3,3
O816845,4,3,2,4,4,3,2,6
O818301,4,4,4,3,3,4,3,3
O81996,3,3,3,2,5,3,3,4
O821312,5,5,6,4,3,4,3,5
O821612,3,4,3,4,3,3,5,3
O82369,4,3,2,4,4,3,4,2
O825386,1,3,2,3,3,3,4,2
O831879,4,4,5,3,3,3,4,2
O834546,4,3,4,3,5,3,4,3
O836447,3,3,4,3,3,4,4,3
O839517,3,3,3,2,5,2,2,2
O841175,1,2,2,4,4,3,3,3
O841847,4,4,4,4,4,5,5,4
O843903,2,2,3,3,4,2,4,3
O844706,3,3,4,4,3,3,3,3
O845020,4,4,4,2,5,3,3,3
O845822,3,3,3,3,2,3,5,5
O84683,1,2,1,4,5,2,3,3
O847856,3,3,3,4,5,3,3,3
O848423,4,4,4,3,5,3,3,2
O851847,3,4,3,4,4,3,3,3
O852035,4,5,3,5,6,3,5,3
O852145,3,3,3,3,5,3,3,3
O852356,5,4,5,4,3,4,4,4
O860612,5,6,6,4,4,4,5,5
O86137,5,4,4,4,2,4,3,4
O86238,3,4,5,3,4,3,3,2
O864643,3,3,4,3,3,3,2,1
O865208,3,3,4,4,3,5,1,3
O866592,4,4,4,2,5,3,3,4
O876544,3,3,3,2,3,1,3,2
O877070,4,5,4,4,1,6,4,5
O877559,3,3,2,4,4,4,4,1
O878720,3,4,4,2,5,4,5,5
O880598,3,3,3,2,4,3,5,2
O881167,5,4,3,4,3,3,3,6
O881990,3,3,3,4,4,3,2,5
O884860,3,3,3,3,6,2,2,2
O886055,2,3,2,3,5,2,1,3
O886488,4,4,3,5,2,3,5,6
O888437,4,4,4,3,4,3,4,3
O889869,3,4,2,4,4,4,4,6
O890607,3,3,2,2,5,1,2,2
O894158,5,4,4,3,3,4,5,4
O895899,3,3,3,5,4,4,4,2
O897232,4,4,4,2,4,5,2,4
O900811,4,4,4,2,3,3,4,5
O903499,5,4,4,4,4,4,5,5
O903764,4,5,3,4,2,5,6,4
O904097,4,4,3,6,2,4,4,4
O907259,4,3,4,4,3,3,3,4
O909186,5,3,4,2,6,4,4,4
O911146,4,3,3,4,4,3,3,2
O916449,4,2,3,6,3,4,4,5
O916460,2,2,2,4,5,3,3,2
O91882,6,5,6,3,5,5,5,4
O919870,6,5,4,4,3,5,5,5
O919928,5,4,3,4,2,4,4,3
O924950,3,3,4,5,2,4,3,5
O92507,4,4,4,3,4,3,3,5
O928783,5,4,3,3,4,4,2,3
O928853,4,4,3,4,3,4,4,5
O929944,4,3,3,3,4,3,3,3
O930073,2,3,2,3,6,2,4,3
O931429,3,3,3,4,4,3,2,4
O933825,3,4,2,3,2,4,4,4
O934927,4,4,4,2,6,2,4,2
O937146,5,4,3,1,3,2,3,6
O940498,4,3,4,3,5,3,2,2
O942919,3,3,3,5,3,4,3,4
O947108,4,2,4,2,4,4,4,4
O94903,3,4,5,5,4,4,3,3
O949277,5,4,5,4,4,4,4,4
O950616,3,3,3,3,3,4,4,4
O952685,2,4,2,7,2,4,2,4
O952757,3,3,3,4,4,2,3,4
O953662,3,3,2,5,3,3,3,4
O955596,3,4,4,3,3,5,2,4
O958151,3,3,2,1,5,2,3,2
O962208,6,6,5,4,3,5,4,4
O964713,3,4,3,5,4,4,5,3
O967292,4,3,4,4,4,2,4,4
O967373,3,3,3,4,4,3,3,4
O969309,4,3,4,2,3,3,3,3
O969694,4,3,4,3,5,4,3,3
O970720,3,3,2,4,2,5,4,5
O972146,6,5,3,4,4,2,4,4
O974496,2,2,2,6,2,5,5,3
O979346,3,4,4,3,4,2,5,3
O980113,3,3,3,3,3,3,2,5
O983275,4,4,3,3,3,4,4,6
O985470,4,3,6,4,4,5,4,4
O987448,4,4,2,4,3,4,5,4
O987713,3,4,3,4,3,3,5,3
O987835,4,5,4,3,4,4,4,3
O991053,4,4,3,4,5,2,3,4
O995027,3,3,4,5,4,3,1,5
O996932,3,2,3,2,5,2,3,2
P00575,3,4,4,4,3,4,3,4
P01863,4,4,4,4,3,4,5,4
P02180,2,2,3,4,2,4,3,4
P05276,3,3,4,3,4,2,3,3
P05538,2,2,2,3,4,3,3,2
P05841,4,4,5,3,4,5,5,3
P08547,4,4,3,2,3,3,3,5
P100818,3,4,3,3,3,3,3,3
P104118,3,4,2,4,2,4,3,5
P106092,3,4,4,3,4,4,3,4
P107939,6,6,6,4,3,6,6,5
P116447,4,4,4,2,4,3,4,5
P120818,3,2,2,4,2,4,4,4
P120842,3,3,3,4,3,4,4,5
P121501,2,4,3,4,3,3,4,2
P123935,4,4,3,3,4,5,6,5
P125179,3,3,3,3,3,4,2,2
P127304,4,3,4,3,3,5,5,4
P128852,4,5,4,3,3,3,3,2
P128869,2,2,3,3,6,3,3,2
P129520,4,3,4,2,6,2,3,1
P133027,3,4,5,2,4,4,4,4
P139155,3,3,4,3,4,3,2,3
P140379,3,4,4,2,4,4,4,3
P141322,4,4,3,3,2,3,4,2
P142472,3,2,2,4,4,2,3,2
P143248,4,5,4,3,4,3,2,3
P147558,3,4,3,4,3,3,4,3
P151266,4,3,5,3,6,3,2,3
P15322,3,2,2,4,3,4,2,3
P153763,3,3,2,4,4,3,1,1
P164452,3,3,3,2,5,2,2,3
P166416,4,4,5,2,3,4,3,3
P170468,4,4,4,3,3,3,3,4
P172027,3,2,3,4,1,2,3,3
P172432,5,4,3,3,3,4,3,2
P175475,5,4,6,4,1,5,6,5
P176039,4,4,3,2,4,3,2,4
P178640,5,4,4,5,4,3,4,4
P179491,3,2,2,5,3,3,4,4
P180229,4,5,4,2,4,4,3,3
P181267,2,3,1,3,3,3,3,1
P183760,3,3,2,4,2,4,4,2
P18386,4,3,2,1,6,3,5,4
P184338,3,2,3,3,4,4,4,4
P184363,3,3,2,4,4,3,4,2
P185978,4,3,3,3,4,4,2,4
P186990,5,4,5,4,3,3,4,4
P196891,3,3,2,5,2,3,3,4
P198173,3,3,2,3,3,3,3,4
P198498,3,3,3,4,3,5,3,3
P200154,3,3,3,3,4,3,2,2
P208976,5,5,5,4,3,4,6,3
P209261,5,5,5,3,5,3,3,3
P20993,3,4,3,3,3,3,4,4
P212521,3,4,5,3,4,3,3,3
P214554,4,3,4,5,2,3,5,3
P214819,5,4,3,3,4,3,3,3
P21687,3,4,3,3,4,2,3,4
P218738,3,3,3,4,4,2,3,3
P218828,3,3,4,5,4,3,4,4
P221665,4,4,5,3,3,4,4,4
P222390,2,2,3,3,4,2,2,3
P222800,4,4,5,4,3,3,5,4
P222819,7,6,6,2,5,4,3,4
P228431,2,3,3,3,3,3,2,3
P230270,4,5,4,4,2,4,5,4
P233636,3,3,3,2,6,3,2,3
P234841,2,3,4,6,2,4,3,5
P239147,5,5,5,5,1,5,5,5
P242293,4,3,4,3,4,3,2,3
P245137,2,2,2,4,4,3,3,1
P247561,3,4,4,4,4,1,1,2
P25008,4,4,4,2,3,3,5,4
P261491,2,2,1,4,2,4,1,2
P261871,6,5,5,4,4,3,4,2
P263005,5,5,6,5,3,5,3,4
P263323,3,2,3,4,3,4,4,4
P266026,3,4,3,3,3,5,4,4
P268506,4,3,3,4,3,4,3,4
P271479,5,5,4,5,1,6,6,5
P277880,3,3,2,2,4,4,4,4
P279540,4,4,1,4,2,4,5,5
P279595,3,3,4,3,4,2,4,3
P282882,3,3,3,1,5,3,3,3
P288650,4,4,2,5,3,4,3,2
P288684,3,4,3,3,4,3,3,3
P288893,4,4,4,1,5,3,3,3
P290956,3,4,4,4,2,3,4,4
P294249,4,4,4,2,5,2,3,3
P299531,4,3,3,3,4,3,3,4
P302775,3,3,3,3,5,3,3,2
P303767,4,2,4,3,3,2,4,3
P304986,5,4,5,2,4,5,5,4
P308042,3,4,4,3,4,4,3,3
P310809,3,4,4,3,4,2,3,2
P310885,3,3,4,6,2,4,4,3
P314871,2,3,2,2,4,4,4,2
P315303,5,5,4,4,4,4,5,4
P318419,2,2,3,4,2,3,3,3
P319624,3,2,4,4,2,5,4,4
P321391,3,2,2,4,4,5,3,2
P322668,5,6,4,4,5,4,5,4
P323694,5,6,5,2,5,3,3,3
P324088,5,5,5,6,2,5,6,5
P325481,2,2,4,4,3,4,3,4
P326081,3,4,4,4,3,3,4,3
P327630,3,5,2,2,4,2,4,3
P331793,2,2,2,3,4,2,2,3
P33478,3,4,3,2,3,3,4,4
P336244,4,3,4,3,3,5,3,3
P338134,2,4,2,3,2,4,2,3
P340852,3,3,4,3,2,3,5,2
P341049,5,4,4,1,5,3,3,3
P341958,5,4,5,6,2,4,4,3
P342661,2,3,3,3,4,3,2,2
P342976,3,2,4,3,3,3,3,3
P347346,3,2,2,2,3,3,3,2
P348821,5,5,4,4,4,4,5,5
P349196,3,3,3,3,4,4,4,3
P349310,3,4,5,2,4,4,4,3
P349597,4,4,5,3,4,5,2,3
P351495,5,4,5,4,3,5,4,6
P351564,3,2,3,3,3,4,2,4
P35308,3,3,3,4,2,5,4,4
P354965,2,2,3,2,4,3,2,1
P355136,5,4,4,3,3,5,4,4
P356338,3,3,3,3,5,2,3,2
P358529,5,6,6,5,4,5,6,5
P359684,3,3,3,2,3,3,4,3
P361045,4,5,4,4,3,3,4,4
P361999,3,3,3,3,3,5,3,1
P362205,6,4,6,6,3,5,4,3
P362867,3,3,4,6,2,5,5,3
P365450,2,2,3,4,2,2,3,2
P365570,3,2,5,5,4,5,6,3
P36699,3,3,3,4,4,5,5,4
P36822,4,3,4,3,5,3,2,4
P370184,4,3,4,3,4,3,4,3
P370643,4,3,4,2,4,4,3,4
P372865,3,2,3,3,5,2,4,3
P374315,4,4,4,4,3,4,6,5
P37481,4,3,3,1,5,3,3,3
P376206,5,6,6,4,3,5,3,5
P376744,5,5,5,3,2,4,4,3
P377664,3,3,3,2,5,2,4,4
P377979,4,5,4,5,4,3,3,4
P387565,3,3,4,4,3,5,4,3
P391955,5,3,4,3,3,4,3,3
P396177,3,4,3,4,3,4,4,4
P40019,2,3,3,2,3,2,3,3
P401215,3,3,2,4,3,4,5,4
P401786,4,4,4,5,3,3,3,3
P401883,3,3,3,5,3,4,4,4
P40226,3,4,3,4,3,4,4,3
P403100,5,4,4,3,3,4,4,4
P416440,4,5,4,2,4,3,4,4
P417515,1,4,2,4,3,2,3,3
P420352,3,5,3,4,4,4,3,4
P420577,3,3,4,5,2,6,5,4
P426689,3,2,4,2,5,2,3,2
P427559,5,4,4,4,4,5,4,4
P42965,5,5,5,2,5,4,4,4
P433050,4,5,4,4,4,4,5,5
P43520,3,5,3,3,3,3,3,2
P43762,3,3,1,3,3,2,2,3
P439509,3,3,3,4,4,3,3,3
P449294,5,4,4,3,3,4,4,4
P449828,2,3,2,4,4,2,1,3
P450130,2,3,3,4,3,2,3,4
P451776,6,5,4,4,3,6,6,5
P452772,4,3,3,2,4,4,2,3
P452954,3,4,4,3,5,2,4,2
P454810,5,5,4,4,3,5,5,4
P455877,6,6,6,4,3,5,5,4
P456447,3,2,4,4,5,4,5,4
P45702,3,3,3,3,4,3,3,2
P458031,4,4,4,4,4,4,3,2
P458494,3,3,4,2,5,2,3,2
P463800,4,3,4,3,3,3,3,5
P464171,2,3,3,4,3,4,5,4
P464896,3,4,3,5,4,2,4,3
P46765,5,5,5,5,4,6,3,5
P471639,4,3,2,3,3,3,3,4
P478450,2,2,4,4,3,3,4,3
P480149,1,2,2,5,2,4,4,6
P484703,3,3,2,2,4,3,3,4
P484759,5,5,5,2,4,4,3,3
P486325,3,3,2,4,4,3,4,1
P486704,4,4,3,5,4,4,3,3
P486988,3,4,4,4,4,4,4,4
P488779,3,3,3,3,3,2,3,3
P49053,7,6,4,3,3,4,5,5
P493147,4,3,4,5,1,4,4,4
P49474,4,4,3,3,3,4,4,5
P494811,6,5,5,3,5,5,5,4
P495171,3,3,3,4,4,2,3,3
P496804,4,4,4,3,5,3,3,4
P497869,4,4,4,5,3,5,3,5
P513067,3,3,3,3,4,3,4,4
P514284,3,4,3,4,5,4,3,3
P515038,4,4,4,3,4,5,3,3
P52455,4,3,3,3,2,3,2,2
P526389,4,4,5,1,6,2,3,1
P529004,3,3,3,3,5,3,4,2
P530226,4,2,3,5,2,5,3,4
P532607,3,4,2,4,4,3,4,2
P535033,3,2,3,3,6,2,1,2
P536859,2,2,3,5,1,4,4,3
P54060,2,4,3,5,3,4,3,4
P545768,4,4,4,3,3,5,4,4
P547130,2,4,3,4,5,3,3,3
P549470,5,5,5,3,5,4,4,5
P553271,2,4,3,4,3,5,3,3
P555585,3,5,4,4,4,3,4,1
P558309,2,2,3,3,5,3,3,3
P560448,3,3,2,3,5,2,2,2
P562122,3,2,3,3,4,4,3,4
P564059,3,3,2,3,2,3,4,2
P567328,4,3,4,3,3,4,4,2
P569056,3,4,3,3,3,3,3,4
P573247,4,2,3,3,3,3,1,2
P57385,2,2,4,3,3,2,3,4
P574000,4,4,4,5,4,3,3,5
P576478,1,2,3,4,3,2,2,3
P576658,4,5,4,4,4,4,5,4
P576674,4,4,3,4,3,4,4,4
P579491,2,2,2,3,4,3,4,3
P57969,5,5,5,4,4,4,3,3
P584359,4,3,4,5,1,3,5,3
P587250,3,3,2,3,6,2,4,1
P589193,4,3,2,3,4,4,5,4
P591493,3,3,3,2,4,3,2,3
P593660,5,5,3,3,4,4,3,4
P604430,4,4,4,5,2,6,4,3
P606593,6,5,6,4,4,7,6,4
P606795,3,3,4,3,3,3,3,2
P606965,4,3,4,4,3,3,3,4
P609333,3,4,3,3,3,3,2,2
P611486,3,3,3,3,5,3,3,3
P612442,3,4,4,4,3,3,4,3
P613936,2,3,3,4,3,3,4,3
P616131,3,3,2,3,3,3,3,2
P619058,5,4,5,4,3,6,5,6
P619108,4,4,5,3,4,4,3,2
P619856,4,3,4,5,4,3,2,5
P621870,3,3,3,3,3,2,2,2
P625495,3,3,5,4,4,3,3,3
P626190,3,3,4,3,3,5,4,5
P62772,4,3,3,3,4,3,2,3
P628714,4,3,3,4,2,5,3,3
P628955,3,3,4,3,5,3,4,4
P631143,3,3,4,3,2,3,5,3
P635169,5,4,4,3,3,4,5,3
P636120,4,3,3,5,4,5,3,3
P639279,3,1,3,5,2,3,5,2
P650282,5,4,4,5,4,5,4,5
P651146,2,2,1,6,3,2,2,2
P651840,6,5,5,5,3,4,5,5
P651891,3,3,1,4,3,3,2,2
P652340,4,4,4,3,5,3,2,4
P661153,1,3,1,4,3,3,2,3
P661258,5,5,4,3,4,5,3,4
P668082,3,4,4,4,3,4,5,5
P670407,4,4,4,4,4,3,5,3
P67575,5,4,4,5,3,5,5,3
P677744,3,2,3,4,2,4,2,3
P684515,2,2,3,5,1,4,6,3
P685158,3,2,3,4,3,5,3,4
P68647,4,5,4,3,4,4,3,2
P688672,3,3,3,4,5,3,3,2
P689291,6,4,5,4,3,4,5,3
P692149,2,2,2,1,3,2,4,3
P69600,4,3,3,2,4,3,2,4
P696406,2,1,2,3,4,3,2,3
P704448,6,4,4,2,4,4,3,3
P706486,5,6,5,6,2,5,4,3
P711162,5,3,6,4,3,4,5,3
P711855,4,3,4,6,4,4,4,6
P716061,3,3,3,3,5,4,2,3
P717753,4,3,5,4,3,5,4,3
P720243,4,5,5,4,4,3,5,4
P721661,4,3,2,4,4,4,2,2
P725200,4,4,2,3,4,3,4,3
P726191,4,2,3,4,4,2,2,3
P729485,3,4,3,4,4,3,4,4
P730715,2,3,2,2,4,2,2,3
P733036,3,3,3,2,5,4,2,2
P73950,5,6,5,4,2,4,3,3
P740173,5,5,3,3,3,3,3,3
P742927,3,3,4,4,3,4,3,4
P746019,3,4,4,5,4,5,4,4
P748671,2,3,2,6,3,3,2,5
P752014,4,4,4,2,5,2,4,4
P752095,5,4,5,3,4,3,4,4
P754286,4,3,4,4,4,4,3,4
P75697,4,4,3,4,4,4,3,3
P760514,5,4,4,4,3,4,5,5
P763257,2,2,4,4,4,2,1,2
P764987,4,3,4,4,2,6,3,4
P765785,4,4,5,3,4,5,4,2
P767618,4,3,3,4,4,3,4,4
P768995,2,4,3,3,4,3,3,3
P769156,4,4,3,4,3,3,5,2
P770229,2,2,4,3,3,3,3,4
P774909,1,1,3,4,4,2,2,3
P778970,3,4,4,4,4,4,3,1
P779168,3,5,4,3,4,2,2,2
P78007,4,5,5,5,3,4,5,4
P780501,4,4,3,3,4,4,4,5
P780569,4,4,2,3,3,3,2,1
P780728,4,4,4,3,4,3,5,3
P781692,5,5,4,3,3,5,4,4
P784259,4,5,5,3,6,3,4,3
P789306,3,5,3,4,3,5,4,5
P790445,3,3,3,3,3,3,5,5
P791872,4,4,4,4,4,4,5,2
P79273,3,3,3,3,3,5,3,3
P793379,4,5,4,2,3,4,4,4
P795203,4,4,3,4,4,4,4,3
P801178,3,4,4,5,3,4,4,3
P802061,3,2,3,3,3,5,3,3
P803103,5,3,4,5,3,3,5,3
P804421,4,4,5,3,4,4,2,4
P809833,3,2,3,2,5,2,4,4
P810146,3,2,3,3,2,5,4,3
P811960,3,6,2,5,4,4,2,5
P812093,2,3,3,5,3,3,5,5
P81280,4,4,3,3,2,5,5,5
P814149,3,3,5,3,4,3,3,2
P820298,2,2,1,5,4,3,4,3
P820780,4,4,4,4,3,5,5,5
P822042,3,4,3,3,5,2,3,3
P824126,4,4,5,3,3,3,3,3
P82698,3,5,3,3,2,3,5,3
P82876,5,6,4,3,4,6,6,4
P834547,3,2,1,3,3,2,1,3
P834833,3,4,3,4,2,3,2,2
P835429,3,4,3,4,5,4,4,3
P841552,3,3,4,3,2,3,3,3
P842540,4,4,4,4,4,3,5,3
P845623,2,3,3,3,4,3,3,4
P849493,3,3,4,3,4,3,1,4
P854121,6,5,6,1,4,6,6,3
P854266,3,2,4,3,3,4,3,4
P854464,2,3,3,2,5,2,2,3
P854487,4,5,4,5,2,5,4,4
P854609,4,3,5,3,3,3,6,4
P855307,4,3,3,4,1,6,6,4
P855327,3,4,4,4,4,2,3,5
P857810,5,4,3,5,2,3,3,3
P859987,4,5,4,3,3,5,3,3
P860743,2,3,2,4,4,3,4,4
P861065,4,5,5,3,4,3,3,3
P861928,2,2,3,5,3,5,3,3
P865655,1,3,1,4,4,3,2,3
P869138,3,3,4,5,3,4,5,4
P870642,4,5,4,2,3,3,5,4
P870952,3,4,3,3,4,3,2,2
P872354,3,3,4,3,4,3,5,4
P873435,4,3,3,3,3,3,2,4
P877356,4,5,4,2,4,4,4,2
P879204,3,3,4,4,3,4,3,4
P87929,4,5,4,4,4,3,4,3
