customer_id,lat,lng,population,children,age,income,marital,churn,gender,tenure,monthly_charge,bandwidth_gp_year,outage_sec_week,email,contacts,yearly_equip_faiure,techie,port_modem,tablet,job_id,payment_id,contract_id,location_id
Q150878,37.12686,-83.25533,736,1,29,39719.11,Married,No,Male,6.92143,157.4698,820.9054953,12.20313,11,0,0,No,No,Yes,568,1,1,125
H940380,45.32935,-88.42988,780,3,76,42529.4,Never Married,No,Female,3.985217,149.9915,583.5711218,10.78526,13,2,2,No,No,No,500,4,2,5741
F533118,46.11173,-93.52019,622,6,19,77498.99,Widowed,No,Female,16.27572,187.5139,2141.951697,7.725473,9,0,1,No,No,No,113,2,1,5383
J720136,44.80968,-73.08117,14802,2,26,14345.87,Never Married,No,Prefer not to answer,21.52164,159.9349,2150.01852,7.484153,11,0,1,No,No,Yes,580,3,3,7610
I169796,41.74745,-89.2768,18,6,21,36562.75,Divorced,No,Male,7.332162,139.9979,1207.587701,10.57671,8,1,1,No,Yes,Yes,564,3,3,6433
Q904920,34.15259,-117.5777,25339,1,77,1143.18,Never Married,No,Male,3.318059,152.4884,625.201163,7.338118,14,0,0,No,No,Yes,429,3,1,39
E590504,44.95437,-92.27948,2387,1,29,41079.27,Widowed,No,Female,3.059231,117.4392,955.1927172,10.47477,16,0,1,No,No,Yes,579,1,2,3119
T912921,41.73083,-77.32717,10119,1,33,8995.08,Never Married,Yes,Male,15.1242,255.1555,2057.979176,4.916377,10,1,0,Yes,Yes,No,465,1,1,2079
F729151,41.1056,-83.53412,940,1,21,40941.58,Separated,Yes,Female,9.49754,177.6508,1432.135681,9.705754,11,1,1,No,No,Yes,563,3,2,194
O865208,39.07447,-83.38688,191,0,73,87527.27,Separated,Yes,Male,15.22417,172.5034,1570.995815,11.90177,11,2,0,No,No,No,354,2,1,1265
M469760,32.43333,-98.73745,244,1,75,5678.51,Divorced,No,Male,1.970645,139.9349,856.222981,10.69562,13,0,1,Yes,No,No,479,3,3,6214
V368301,36.22808,-79.87973,15184,1,77,15876.36,Separated,No,Male,1.78963,119.9568,816.0468833,8.39883,6,0,0,No,No,Yes,577,1,3,6773
U630888,59.86805,-154.0757,20,7,73,35665.19,Married,Yes,Female,7.007574,179.9476,941.4829653,7.990121,11,1,0,No,No,No,515,3,1,5566
V627981,36.47006,-105.6227,4637,0,62,2772.21,Widowed,Yes,Female,7.457111,220.1323,1109.681229,-0.3550483,10,2,0,Yes,No,No,620,1,2,8498
G503565,37.97724,-78.8107,3612,2,35,9121.25,Never Married,Yes,Female,12.44495,235.1591,1747.993101,15.4471,16,4,0,No,No,No,185,3,1,3588
A549038,32.22388,-106.2628,16974,2,24,22041.68,Married,Yes,Male,5.147213,154.9618,1394.025763,5.919886,11,2,0,No,No,No,566,2,1,8322
X368087,47.39234,-122.2587,38016,1,18,11574.18,Divorced,Yes,Female,2.382538,187.6422,788.1036301,9.20065,12,1,0,No,Yes,No,74,4,1,5396
U497990,34.32535,-78.51763,2596,4,26,35553.18,Married,No,Female,8.454096,107.482,1383.139451,15.36682,15,0,0,No,No,No,147,2,1,5568
P455877,37.12852,-80.42216,30478,3,21,46506.9,Married,No,Female,2.176948,130.0064,681.4206312,17.50097,12,0,0,No,Yes,Yes,547,2,1,6481
M255491,38.41936,-75.29454,516,0,85,28522.56,Divorced,No,Male,12.36516,169.9447,1208.822377,11.02093,14,0,0,No,Yes,No,279,2,1,1197
N480736,38.86651,-87.2277,82,2,32,8641.78,Separated,Yes,Female,4.023413,184.9496,1225.408596,7.491292,11,1,0,No,No,No,343,1,1,8091
Y155823,40.33368,-82.05252,3519,3,63,38737.86,Separated,Yes,Female,1.709971,172.4441,479.5519429,6.693519,15,0,0,No,Yes,No,257,1,1,7107
N16660,38.50529,-93.34263,142,3,40,38294.57,Widowed,Yes,Female,8.209844,164.9853,1635.02715,8.095364,8,0,0,Yes,No,No,490,4,1,7687
K339158,35.90169,-82.06863,10314,5,31,10046.87,Separated,Yes,Female,3.713732,194.9744,827.2524803,9.489342,7,1,1,No,Yes,No,553,1,1,1783
L170558,38.17953,-112.2504,830,3,66,23693.41,Separated,Yes,Female,10.42522,172.4705,1619.969692,8.186941,19,1,1,No,No,No,275,3,1,8053
L167261,40.23372,-77.08174,197,1,72,61617.28,Divorced,No,Male,4.849803,182.4833,679.3728327,8.865023,8,1,0,No,No,Yes,589,2,1,5784
N42375,38.2717,-85.79832,17486,0,42,26577.44,Divorced,No,Male,14.47965,192.4404,1617.050793,11.78952,13,1,2,No,Yes,No,257,1,1,7062
D426377,35.323,-92.77242,2144,7,64,57546.52,Married,Yes,Male,1.081032,230.1344,924.0234298,12.58628,7,0,1,No,Yes,No,418,3,2,4618
P42965,41.10236,-79.19819,1604,1,27,62893.96,Separated,No,Female,21.36386,115.0021,1999.438675,9.291642,12,1,0,No,No,No,384,4,3,1295
H619362,29.86443,-100.0174,81,2,74,25376.01,Married,No,Male,12.45303,137.4684,1313.657019,9.078331,17,0,0,No,No,No,313,3,3,3969
E450808,42.51806,-96.44281,17356,4,45,19623.2,Divorced,No,Female,9.05217,167.4564,1042.770459,8.688645,9,4,0,No,No,No,502,2,3,2952
O221751,35.39855,-81.4098,13991,1,57,23188.83,Separated,No,Female,1.210715,159.965,347.446058,10.05346,16,1,0,Yes,No,Yes,454,2,2,6776
C875335,28.06155,-82.4111,5402,3,38,15377.23,Divorced,No,Male,2.509742,162.4653,1135.537453,7.024459,15,1,0,No,Yes,No,565,3,2,5988
L381786,30.80303,-90.52182,689,3,46,56868.44,Widowed,Yes,Male,1.193519,222.65,863.525358,9.149023,8,0,0,No,Yes,Yes,526,4,3,1647
E381260,42.5166,-88.24472,7519,4,42,23813.32,Separated,Yes,Female,6.736871,222.6281,1746.862212,8.927502,10,0,0,No,No,Yes,415,4,1,6687
T814609,35.09721,-84.82058,31178,3,62,32383.92,Divorced,Yes,Male,3.033312,162.4689,618.6284163,13.74408,6,2,0,Yes,No,No,557,2,2,1056
D190616,33.47662,-89.4468,650,2,47,5570.57,Widowed,No,Male,5.891019,152.4742,1294.614623,8.931718,9,2,0,No,Yes,No,610,1,1,679
H557046,46.88251,-98.76401,17107,3,38,47890.17,Married,No,Female,5.452285,147.4564,1153.463764,12.17482,16,1,1,No,No,Yes,511,1,3,5245
F489040,34.07927,-118.263,69589,3,45,58187.04,Divorced,No,Male,8.342325,114.9509,1377.652033,12.12404,12,0,0,No,No,No,442,4,3,3138
H941657,45.16917,-91.6856,2,9,77,14301.62,Separated,No,Female,19.22796,114.9509,2267.103404,9.448073,12,1,0,No,Yes,No,330,1,1,6452
D186284,37.5375,-93.7209,599,1,48,12122.59,Never Married,Yes,Male,6.203352,175.0211,1019.803014,6.665106,15,3,1,No,No,No,58,3,1,8210
B991216,34.52082,-78.17817,1585,1,75,25130.75,Widowed,No,Female,8.867984,197.4876,1089.367201,7.739914,12,0,0,Yes,No,No,370,3,3,7149
K431455,34.51004,-99.10765,1083,0,18,25947.16,Separated,No,Female,9.131577,117.4392,1458.027932,10.71589,14,1,0,Yes,Yes,No,475,1,1,4912
E55745,45.03884,-95.22591,1641,1,36,71686.32,Married,No,Female,23.78115,124.9643,2025.167432,8.313798,13,3,0,No,No,No,14,1,2,3950
S715877,34.06757,-87.75118,1704,4,40,14912.08,Separated,Yes,Male,3.575214,225.1457,1616.617211,5.486343,14,0,0,No,No,No,296,3,1,6181
J916027,60.37195,-166.2638,226,1,55,45856.05,Divorced,No,Male,16.77025,147.4564,2045.813243,10.51064,13,1,1,No,No,No,240,1,2,2191
T867131,48.87286,-111.9078,589,3,18,8894.87,Divorced,No,Female,2.546083,124.9607,886.9184762,10.09739,14,1,0,No,Yes,No,422,4,3,3784
L974545,27.87644,-82.65141,18043,0,61,84292.41,Widowed,Yes,Female,2.477662,232.652,860.9528478,9.437862,10,3,0,No,No,No,582,3,1,869
K788015,42.15491,-71.21548,4455,7,62,37029.52,Divorced,Yes,Female,1.871066,215.1591,1360.486206,13.04395,8,1,1,No,Yes,Yes,33,4,1,8459
J54482,42.32556,-83.18336,48099,2,82,28823.65,Widowed,Yes,Male,6.403708,225.1457,1649.105838,15.08815,15,0,0,No,No,Yes,585,3,1,6578
Z979359,40.75459,-75.26708,447,2,39,98176.66,Married,No,Female,10.4983,154.9919,1691.271964,6.115071,16,0,0,No,Yes,No,453,4,2,4187
Q615981,42.59785,-82.88219,16371,3,31,33568.24,Divorced,No,Female,15.85774,149.989,1756.414097,5.229478,13,1,0,No,No,Yes,222,3,1,143
D860746,35.57236,-82.6143,42650,7,54,41931.72,Widowed,No,Female,9.894265,214.9525,1338.619611,6.77211,11,1,2,No,No,No,584,1,2,4452
A493340,40.84864,-124.0592,21462,1,21,20057.8,Separated,Yes,Male,2.426747,222.6326,1385.269228,7.383215,14,1,2,No,Yes,No,444,4,1,3528
K998480,31.07639,-97.60489,5849,1,49,110960.3,Married,No,Female,9.790274,137.4392,1027.652777,6.418039,14,1,0,No,No,No,302,3,1,1112
F820783,34.99391,-85.35018,1992,7,42,33338.52,Married,Yes,Male,4.419844,149.9621,927.4696678,12.58951,10,1,0,No,No,No,301,3,3,3428
X769374,36.30106,-82.29077,687,4,33,1405.18,Divorced,Yes,Female,8.26392,152.4742,1514.229261,6.808472,16,3,1,No,Yes,Yes,260,1,1,2964
H429618,41.38494,-74.47609,2123,1,62,67129.6,Never Married,No,Female,8.157412,149.9915,909.7634001,12.25073,8,1,0,Yes,No,Yes,289,3,1,1428
S866571,37.82197,-82.75265,889,2,88,143794,Never Married,Yes,Prefer not to answer,11.42705,184.967,1209.083545,8.167479,8,0,3,No,No,Yes,22,4,1,4143
Q527870,46.63605,-105.6557,135,2,36,22082.05,Married,No,Female,6.681836,142.4855,1019.877653,9.874838,15,0,0,No,Yes,Yes,267,3,1,6590
Y706218,40.77745,-82.46824,13719,4,38,32253.23,Divorced,Yes,Male,2.589118,197.484,1351.962079,9.303316,9,1,0,Yes,No,No,601,3,1,7668
T228469,34.64013,-99.31565,20676,0,82,100785.5,Separated,Yes,Male,8.902965,159.9476,1347.567075,8.334039,11,0,0,No,No,Yes,262,4,1,6726
U913257,44.29979,-93.27719,30035,2,22,21395.1,Married,No,Female,5.892496,124.9781,716.9177978,12.17483,9,1,0,No,Yes,No,115,2,1,5164
B639946,36.25131,-89.31929,2474,2,46,22922.41,Separated,No,Female,2.577535,139.9568,552.480335,12.30949,9,1,1,No,Yes,No,523,4,3,3954
Z205002,33.94893,-116.8324,33014,4,37,7588.08,Widowed,Yes,Female,2.820837,182.4538,664.5638593,6.421434,12,1,0,No,No,Yes,192,3,1,4484
J892510,41.56423,-72.12929,15,0,22,57737.27,Never Married,Yes,Female,2.005733,275.1336,960.0935745,3.267635,11,1,0,No,No,Yes,280,1,1,7266
B468086,41.79647,-76.10448,296,0,51,35194.3,Separated,No,Female,11.30633,149.9621,1199.678982,13.15165,16,2,0,No,Yes,No,83,3,1,1141
L855218,35.08626,-88.91098,4075,0,73,12409.38,Widowed,Yes,Male,5.364815,152.4907,786.0813559,11.16634,15,1,0,No,Yes,No,602,3,1,6854
L526170,43.01184,-83.6885,25903,0,84,14146.51,Never Married,No,Female,11.17891,92.45514,1213.57856,5.627745,15,0,1,Yes,No,Yes,238,1,1,2287
E631245,41.13007,-102.1026,729,1,88,14821.76,Never Married,No,Female,7.326372,152.4798,858.2482994,11.14208,13,3,0,No,No,No,290,1,3,3512
X241764,35.46302,-96.31759,6032,4,64,57588.9,Never Married,Yes,Male,1.204999,197.5169,744.1347048,7.427685,13,1,1,Yes,No,No,513,4,3,1051
U231980,29.93018,-95.05654,29608,0,72,39382.66,Divorced,Yes,Male,10.96384,240.1149,1398.087425,11.89241,19,2,0,No,Yes,Yes,122,3,3,6534
B346107,40.22144,-88.41679,13981,0,28,93909.59,Married,No,Female,12.75395,202.4433,1438.364422,9.472208,8,0,0,No,No,Yes,451,3,1,2252
B239370,30.37665,-95.38135,20163,4,25,14738.27,Separated,Yes,Male,1.1518,182.4676,695.0268746,10.02031,9,4,0,Yes,No,No,121,1,1,5075
E145894,36.295,-119.026,14328,1,58,83027.06,Widowed,Yes,Female,11.94283,194.9744,1289.865177,8.288306,8,2,0,No,No,No,475,2,1,1175
X942031,38.01233,-98.3093,199,0,74,25700.68,Never Married,Yes,Male,2.147261,270.1604,1341.275592,12.4173,15,1,0,No,Yes,Yes,490,2,1,7660
O91882,21.30376,-157.8627,0,0,87,18148.08,Never Married,Yes,Female,21.72982,235.1555,2757.839041,11.04506,13,2,1,No,No,No,356,3,2,5195
H879719,42.31035,-71.93077,4870,0,32,8457.83,Never Married,Yes,Female,7.042459,139.983,1228.595252,7.457158,11,2,0,Yes,No,Yes,477,2,1,7221
P370643,39.6845,-80.07452,2713,3,27,29924.06,Never Married,Yes,Male,3.592376,119.9568,1189.261161,6.583497,16,0,1,No,Yes,No,93,3,1,3820
J777553,42.24019,-100.2595,94,4,61,48521.27,Widowed,No,Female,15.73713,177.6508,1904.60275,9.273629,9,0,1,No,No,No,129,4,3,6667
M234182,40.93363,-90.24678,3837,9,30,13556.67,Never Married,Yes,Male,6.831686,232.6415,1491.790762,10.54776,11,0,1,No,No,No,56,2,3,7058
Y773120,40.15882,-79.81218,15420,1,60,45091.73,Widowed,No,Female,12.94793,144.9607,1126.457158,11.1808,12,1,0,No,No,Yes,568,1,1,4941
B105213,37.67446,-81.66072,827,1,81,55861.93,Divorced,Yes,Male,2.284487,212.6415,1119.209524,9.014014,11,1,1,No,No,No,85,3,2,5995
X984575,30.77558,-83.80106,3211,0,83,13133.15,Widowed,Yes,Female,12.2964,139.9875,1459.899487,12.2074,10,2,0,Yes,No,Yes,492,2,1,437
N851276,41.94419,-112.0756,788,3,63,16966.71,Divorced,Yes,Male,1.655301,117.4392,837.3072679,10.5572,14,3,0,Yes,Yes,No,475,2,1,3236
Q864563,44.89118,-73.43794,2464,1,50,54507.76,Separated,No,Female,19.69566,172.5104,1876.809732,8.471092,16,0,1,No,Yes,No,39,1,2,1064
C912709,38.13096,-102.2209,58,3,45,30502.48,Divorced,Yes,Male,7.521969,192.4404,1129.471568,8.034529,9,0,1,Yes,Yes,No,216,2,2,3093
I12585,32.21723,-97.3949,1753,1,30,17739.09,Separated,Yes,Male,5.123883,194.9663,1418.327071,12.15506,18,1,1,No,Yes,Yes,211,3,3,8482
Y780102,44.02644,-72.57977,1089,0,87,348.67,Never Married,Yes,Male,14.86376,202.6362,2089.529125,10.36876,17,1,0,No,Yes,No,513,3,1,8428
A553226,48.26408,-115.3228,9282,1,70,70656.34,Separated,No,Female,5.141927,182.497,708.4028154,10.97367,15,1,0,No,Yes,No,367,4,3,4388
F116528,40.83779,-96.01229,570,0,28,30661.99,Divorced,No,Female,1.554749,172.4441,489.2316753,8.985931,11,0,1,No,No,Yes,284,1,3,1406
V211089,43.11988,-75.32875,11268,2,45,75255.33,Never Married,No,Male,10.50995,114.9658,1176.673652,12.69621,15,0,0,No,Yes,Yes,354,2,3,2949
O209544,43.29013,-88.8789,1776,1,35,114401.9,Widowed,No,Male,15.12559,167.4847,2229.929037,7.455787,9,1,0,No,No,Yes,278,3,3,402
R40372,36.40738,-80.99128,314,4,37,9447.9,Married,No,Male,5.113589,129.9483,1241.024324,10.66131,12,2,1,No,Yes,Yes,549,3,1,8447
E772271,29.69049,-95.05358,37360,0,50,25990.9,Married,Yes,Male,10.88666,147.4421,1129.578351,15.40713,15,1,0,No,No,No,375,4,1,8225
O841847,43.70242,-105.6209,1823,1,34,22492.61,Married,No,Female,4.343093,139.9349,1137.986536,9.284367,12,1,0,No,No,No,250,3,3,1745
K755701,42.51496,-94.38605,442,7,58,23346.19,Never Married,No,Male,7.470963,117.4392,1453.3619,9.896438,15,0,0,No,Yes,No,611,2,2,4270
V660511,39.27837,-94.63087,10895,3,42,84035.13,Widowed,No,Male,13.36689,117.472,1456.609727,12.94275,11,0,0,No,No,No,293,4,1,7159
G292619,19.52402,-155.1334,7934,2,63,27432.43,Divorced,Yes,Female,2.596868,127.5067,410.7703918,10.42239,12,1,0,No,No,No,512,2,1,7468
W903243,40.69196,-74.46494,3231,1,78,30351.92,Divorced,No,Female,7.685406,107.482,1057.31153,4.990463,9,1,1,No,No,No,470,3,2,4728
V385446,35.17981,-89.75885,47757,7,89,22290.4,Widowed,Yes,Female,5.379951,257.6375,1640.268544,8.76195,11,0,1,No,Yes,No,558,1,3,1378
B388820,33.97099,-117.3249,57886,3,18,21768.05,Divorced,Yes,Male,8.387889,174.9755,1377.344633,14.60563,10,0,0,No,Yes,Yes,132,4,1,1785
D741050,42.1067,-88.30525,15836,0,89,17072.33,Divorced,No,Male,8.561641,184.9647,984.7206752,11.32238,13,1,0,No,Yes,No,385,2,3,4196
B142422,46.38752,-84.70633,3357,10,66,61921.5,Never Married,No,Male,17.24595,132.466,2399.954293,4.065974,9,0,0,No,No,No,460,4,1,5102
T628897,42.20887,-89.46757,1012,2,53,15625.86,Widowed,Yes,Male,4.457562,94.97283,983.5423493,10.74617,5,2,1,No,No,No,462,4,1,8426
N333825,32.99778,-79.99007,60033,1,44,34790.72,Never Married,No,Female,22.28926,104.9629,2068.186228,8.719917,10,1,0,No,Yes,No,584,1,3,1841
F778893,45.63919,-68.58515,1767,4,66,118179.2,Widowed,Yes,Male,3.77596,182.4676,775.6207448,12.48633,8,3,1,No,No,Yes,249,3,1,7719
T157033,39.17982,-82.48627,1926,1,85,38644,Widowed,No,Male,29.30064,147.4713,2626.362759,12.26333,13,1,0,No,No,No,112,1,3,6110
R673895,41.21055,-94.41292,756,2,62,72453.23,Widowed,No,Female,10.32752,214.9663,1274.789671,8.236332,12,0,0,No,No,Yes,324,1,1,2872
Q644143,41.07973,-94.39124,9417,1,28,23660.82,Divorced,Yes,Male,7.668017,214.9525,1139.028165,10.79999,15,2,0,No,No,No,199,1,1,1556
F35398,47.15066,-97.61586,548,3,55,12526.34,Widowed,No,Female,7.461144,129.9483,1296.523969,12.17705,10,1,0,No,Yes,No,101,1,1,6285
S60656,40.14019,-96.38206,231,2,55,79125.31,Married,No,Male,10.07469,147.4564,1527.978319,8.854371,6,1,0,No,Yes,No,351,1,1,3361
X217671,43.95445,-110.4358,422,0,59,15840.4,Divorced,Yes,Male,1.692565,154.9755,1015.460451,7.194451,13,1,0,No,Yes,No,337,3,3,117
P795203,42.9408,-75.82566,8851,0,28,13366.53,Never Married,No,Male,15.54856,204.9634,1835.681416,4.705946,10,0,0,No,No,No,157,3,3,6170
P717753,28.24404,-82.36602,27606,2,38,48364.58,Never Married,No,Male,4.18206,127.4421,1094.624835,6.220807,15,1,0,No,No,No,639,1,3,2197
V513511,32.91379,-79.8824,13202,1,79,94353.42,Never Married,Yes,Prefer not to answer,5.260996,129.9778,945.5437173,16.97213,10,2,1,No,No,Yes,510,1,1,2833
Q978096,33.09685,-81.23312,518,1,34,66249.33,Never Married,No,Female,4.480346,149.9447,1127.193482,5.548308,7,2,0,No,No,No,380,1,2,215
B844433,38.34642,-122.6942,44103,9,61,35831.39,Divorced,No,Male,8.652909,142.4526,1771.134878,9.16108,9,0,1,No,Yes,No,586,3,2,8354
A103291,43.62434,-71.63353,2333,2,71,93402.26,Divorced,Yes,Male,10.65198,232.624,1855.20004,12.41991,10,0,0,Yes,No,Yes,59,2,1,4385
R101514,41.63246,-79.96068,3027,0,89,33004.01,Separated,Yes,Male,7.957264,242.6435,1194.31166,3.719308,11,4,0,No,No,Yes,114,4,1,6612
P73950,43.14733,-76.86014,60,1,74,10992.6,Widowed,No,Female,15.4522,112.4551,1213.799389,7.997377,16,1,1,No,Yes,No,7,4,3,2960
C512310,43.56413,-91.14608,1085,4,39,43769.45,Widowed,Yes,Female,18.07558,172.4871,2082.760575,10.21531,14,0,0,No,Yes,No,511,1,1,4966
Z812779,39.81472,-105.1236,37042,1,84,42889.58,Never Married,No,Male,21.55836,144.9607,1835.575859,11.2842,14,2,0,No,Yes,No,380,2,1,7057
I123852,43.08334,-88.78702,4242,0,57,12204.42,Divorced,No,Male,14.0669,192.4567,1443.483853,7.210462,13,0,0,No,No,No,410,4,3,5711
T03134,47.04723,-96.52553,388,0,64,41895.1,Widowed,Yes,Female,14.54834,159.9942,1458.518135,10.9305,17,2,0,Yes,No,No,302,3,1,4641
H646152,36.79197,-118.9251,239,4,43,14233.75,Separated,No,Female,8.592449,137.4616,1099.38854,8.080637,5,4,1,No,No,Yes,515,3,3,5386
V157744,61.62257,-145.9991,540,1,76,22935.18,Widowed,No,Male,19.84947,92.45514,2063.325487,11.97204,13,2,0,No,Yes,No,291,4,1,5133
I396295,37.96732,-76.02129,80,2,53,21579.33,Never Married,Yes,Female,4.83427,257.6549,1159.364961,9.419642,17,0,1,No,No,No,455,2,1,3040
H478829,40.46092,-80.03489,4246,0,75,26811.22,Divorced,Yes,Male,3.11391,225.1457,1340.927976,10.9973,12,1,0,No,No,No,23,1,3,5329
F911285,36.3581,-114.5386,3632,9,30,85003.51,Never Married,No,Female,22.05688,197.6288,2696.777135,5.475599,11,2,0,No,No,Yes,246,3,2,2894
W279417,40.97003,-87.59935,521,2,78,3598.04,Never Married,No,Male,10.35346,184.9496,1640.315966,12.82092,6,1,0,Yes,No,Yes,600,1,2,8396
N886555,35.86681,-77.83493,2050,4,22,69497.03,Separated,No,Female,6.506483,149.9778,917.1665939,10.46818,12,0,0,No,Yes,No,558,3,2,2201
F534259,36.32442,-108.6417,1741,3,32,41207.42,Married,No,Female,17.95045,162.4538,2303.354723,9.044706,13,1,0,No,Yes,No,481,1,3,4458
O919928,32.08693,-96.52879,29213,0,78,14825.22,Never Married,Yes,Male,6.214398,174.9699,1251.894626,6.946114,11,1,1,No,Yes,No,617,3,1,5595
V981204,35.06482,-86.40463,2924,10,56,22142.61,Separated,Yes,Male,14.66847,184.9715,1880.004543,14.23119,9,0,0,No,Yes,No,330,3,1,6639
G331576,42.78401,-73.72652,20935,1,79,69833.88,Married,Yes,Female,5.628186,182.447,650.4414677,8.989878,6,2,0,No,No,No,53,3,1,5834
C486385,41.94183,-98.58052,274,1,68,60288.26,Separated,No,Female,10.5771,149.9447,1515.274871,14.288,11,3,0,No,No,Yes,165,4,3,3521
R125693,42.12065,-72.6045,0,4,58,55582,Never Married,Yes,Female,11.42464,197.5169,1518.895794,7.601803,12,3,0,No,Yes,No,201,4,1,4412
V286928,42.20472,-83.20589,29268,4,48,12224.95,Separated,Yes,Female,3.367303,157.4836,558.284596,9.780193,7,4,0,Yes,No,Yes,61,3,1,3160
L658876,40.35696,-92.00855,365,4,70,6980.4,Widowed,Yes,Female,3.071976,102.4746,398.8495205,9.55673,12,2,1,No,Yes,No,549,4,1,4795
W188751,41.23982,-85.32565,7878,3,67,27127.55,Separated,No,Male,3.246478,117.472,545.3992275,5.391776,9,0,0,No,No,Yes,97,2,2,3804
I721653,39.98347,-85.74743,17493,1,24,15544.73,Separated,Yes,Female,5.798779,187.656,1129.173931,8.073426,8,1,0,No,Yes,No,245,4,2,7802
G972214,41.00009,-74.09722,4101,4,44,64963.05,Separated,No,Female,13.23966,127.4601,1735.029687,8.54284,12,1,0,No,Yes,No,626,4,1,8163
L653188,29.73241,-91.46084,14464,1,51,48170.55,Never Married,Yes,Female,18.44435,129.9598,2182.755951,8.357842,5,1,1,No,No,No,264,3,1,3164
U31820,34.50111,-105.8575,240,0,54,23918.86,Separated,No,Female,2.941261,152.466,498.8080579,12.09121,7,1,0,No,Yes,No,581,2,1,7486
E488783,41.76811,-84.10778,162,1,24,33281.77,Separated,No,Male,21.07565,162.4608,2673.10157,3.919237,13,2,1,No,No,No,85,1,2,8075
U36625,35.49135,-94.1264,474,2,39,71032.95,Divorced,No,Female,12.09048,112.4844,1155.835028,13.85985,13,0,0,No,No,No,519,4,1,6627
F186086,36.16618,-86.77756,1372,1,75,71503.36,Widowed,Yes,Female,11.76248,237.6549,2037.626802,10.95217,7,2,0,No,No,No,451,4,1,5593
I939809,39.01246,-98.3866,539,1,70,7257.49,Never Married,Yes,Female,2.691911,167.4564,347.3046722,19.26111,8,0,0,No,No,No,591,2,1,2459
F240803,39.22243,-92.12569,8684,0,36,21092.07,Widowed,Yes,Female,6.999666,232.6415,1161.766944,5.676999,13,2,0,No,No,No,131,1,3,7526
F801493,43.69273,-71.302,275,5,47,68629.48,Widowed,No,Female,3.896108,179.9794,729.6672295,8.266471,12,0,0,No,No,No,150,3,1,922
L491403,34.15372,-117.8437,26565,3,71,59242.86,Never Married,Yes,Male,6.564797,257.6513,1801.105672,7.998222,8,2,0,No,Yes,No,577,1,3,2016
L863306,47.71042,-117.1262,6412,0,51,48114.78,Separated,Yes,Male,13.72738,159.9476,1844.506934,10.03556,8,4,0,No,Yes,No,198,1,1,1153
I682933,41.61969,-74.46635,240,2,85,7543.45,Married,Yes,Female,2.804449,172.4733,538.267259,15.41425,12,2,1,No,Yes,Yes,434,3,1,2919
M733994,33.86996,-90.5124,2800,2,79,8328.28,Divorced,No,Male,14.41688,169.9447,1458.177149,13.71415,16,1,1,No,No,Yes,557,4,2,4034
F856239,31.944,-92.14073,501,0,69,48219.15,Separated,Yes,Female,6.186874,194.9525,1183.666028,7.933312,17,0,0,No,No,No,418,4,1,4542
S76930,40.21455,-89.29926,83,3,32,10607.43,Never Married,Yes,Male,8.380626,232.624,1827.741525,16.32484,15,1,0,No,Yes,No,418,4,2,4637
D868252,32.85926,-117.1701,48438,0,32,20998.16,Divorced,No,Female,11.88328,117.4858,1309.247153,9.566358,10,0,1,No,No,Yes,498,2,1,1604
Q943269,38.27923,-104.6314,14942,3,65,66156.08,Divorced,No,Female,4.899337,162.4538,1125.779521,12.95024,15,2,1,No,No,No,58,4,3,6018
J378975,33.57235,-85.10359,2180,6,20,23334.38,Widowed,No,Male,8.574964,169.9447,1296.081512,15.41725,15,1,0,Yes,Yes,Yes,156,2,2,3031
T99095,42.35171,-79.31982,263,0,70,69183.29,Widowed,Yes,Female,31.79027,255.1198,3575.871459,13.7572,9,2,1,No,Yes,No,209,1,3,7755
J767852,40.76094,-77.76561,4745,1,44,31012.18,Married,Yes,Male,7.84461,137.4616,1024.765594,13.08416,14,1,0,Yes,Yes,No,334,4,1,3201
J568210,41.1055,-80.45301,2678,1,19,37461.63,Separated,Yes,Female,14.31807,262.6106,1924.414895,9.424779,8,0,0,No,Yes,No,200,2,3,4827
L776387,42.18734,-76.66605,1786,0,21,42139.77,Married,No,Female,21.43457,172.4441,2141.091982,9.838314,13,0,0,No,No,Yes,415,4,1,212
G898600,36.88505,-107.5024,365,1,74,16197.52,Separated,No,Female,4.439464,197.4876,729.7825005,10.53808,11,0,0,No,Yes,No,76,3,2,3795
U791625,34.98239,-95.79549,28016,0,66,19161.27,Divorced,No,Female,3.147832,159.9642,562.8048829,6.776805,9,0,1,Yes,Yes,No,341,1,2,3555
N894789,35.79245,-80.5984,2388,1,31,62028.51,Never Married,Yes,Female,10.83268,149.9776,1248.354542,7.150882,10,0,1,No,No,Yes,205,3,1,8262
A505760,41.53985,-86.06022,3744,2,18,23055.92,Separated,Yes,Male,7.812114,177.6508,1381.709993,7.604163,13,1,0,No,No,Yes,291,1,2,3547
C985142,38.41936,-75.29454,516,8,37,50998.43,Divorced,No,Male,9.042296,184.9496,1852.013833,8.259761,13,1,0,No,No,No,432,4,2,3605
N573611,36.72729,-79.84428,29522,3,35,52984.07,Married,Yes,Female,8.850759,127.4586,1152.131327,7.37357,16,0,1,No,Yes,No,121,2,1,1664
W679242,41.72793,-75.53825,2016,3,78,41637.08,Widowed,No,Prefer not to answer,5.933094,172.4624,786.1863432,9.542495,12,3,2,No,No,No,510,3,2,2396
R685222,35.52049,-77.41628,24613,1,61,81068.69,Widowed,No,Male,23.08203,139.9568,2199.664389,9.040251,9,4,0,No,No,No,468,1,3,818
