CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timeliness,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
3939,R602344,48bb86c7-8958-4dcf-bbf9-020ec8a8ef00,Grand Ledge,MI,Eaton,48837,42.74645,-84.7684,19669,Rural,America/Detroit,Freight forwarder,0.0,0.25,Associate's/Some College,Full Time,11611.46,Separated,Male,Yes,-0.9508054278814324,14,-0.5,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,-0.2891606475022404,0.8435730859980715,-0.30192260007568017,4,5,5,3,3,2,4,5
3940,M520773,611a282e-6859-4454-8783-029e08ce150c,Mineola,NY,Nassau,11501,40.74634,-73.6389,19393,Suburban,America/New_York,Medical technical officer,0.0,-0.8055555555555556,Associate's/Some College,Full Time,33186.785,Divorced,Female,Yes,0.5316386304082581,11,-0.5,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,-0.2926857617144012,0.06539687226708467,-0.23348150165708376,3,3,3,5,3,4,3,3
3941,A988584,ee43c157-b7f1-47bd-8a47-91cc2203501b,Linthicum Heights,MD,Anne Arundel,21090,39.20923,-76.66809,10494,Suburban,America/New_York,Advice worker,0.0,-0.7222222222222222,Bachelor's Degree,Full Time,12501.26,Separated,Female,Yes,-0.1613606558106722,10,0.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,-0.19507760080282266,1.3187561241716779,-0.21854299740482944,1,3,3,3,4,2,4,3
3942,B481474,c87ddd4b-e1aa-4a43-9e8a-c6d90f830685,Saint Benedict,OR,Marion,97373,45.05708,-122.7717,223,Suburban,America/Los_Angeles,Bonds trader,9.0,0.1111111111111111,Highschool,Unemployed,34404.66,Divorced,Male,No,0.6400301202611006,12,0.5,1.0,No,Two Year,No,Yes,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),0.11666195448578581,0.4920138660585754,0.2664014811622424,6,5,5,4,3,4,3,4
3943,P123935,f8b0127d-2254-4054-8ae0-c39398c054f8,De Young,PA,Elk,16728,41.56574,-78.92422,54,Urban,America/New_York,Forest/woodland manager,9.0,-0.6388888888888888,Highschool,Part Time,33186.785,Separated,Female,Yes,-0.40676036028207474,9,-0.5,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),-0.18037244805536737,1.1456684260334467,-0.2212545353460997,3,2,2,2,3,1,2,2
3944,S571016,2d1311d3-0db0-4ae3-8611-43dc6bf02beb,Milam,TX,Sabine,75959,31.51451,-93.84929,678,Suburban,America/Chicago,Radio broadcast assistant,1.0,0.5555555555555556,No Diploma,Full Time,26826.72,Widowed,Male,Yes,-0.7473232048208329,8,0.0,0.0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),-0.07662924200419005,0.8116656381752116,-0.06654659924208778,3,3,3,3,3,3,3,4
3945,R734009,dda94369-faca-4923-bae2-9d290b0959a5,Altheimer,AR,Jefferson,72004,34.28205,-91.77952,1020,Rural,America/Chicago,Surgeon,0.0,-0.6388888888888888,Associate's/Some College,Full Time,87147.55,Never Married,Male,Yes,0.010742329058974539,16,0.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-0.2568978769636451,0.5637514026871002,-0.2756001966550216,5,5,4,3,4,4,4,4
3946,C202913,cf9a447b-154d-487d-a34f-5f840415b23e,Greensboro,NC,Guilford,27455,36.18377,-79.80762,29020,Rural,America/New_York,"Biochemist, clinical",7.0,-0.7222222222222222,Highschool,Part Time,17667.81,Divorced,Male,Yes,0.14141528181249655,10,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,0.15387403929602986,1.348483569936668,0.19323414092318236,3,3,4,2,4,2,2,3
3947,S350570,8e07ee47-bd31-4bc6-b157-7f1b63539304,Mineral,WA,Lewis,98355,46.68689,-122.0556,917,Rural,America/Los_Angeles,Youth worker,3.0,0.4444444444444444,Highschool,Unemployed,33186.785,Separated,Prefer not to answer,Yes,-0.8479085133960498,12,0.0,0.0,No,Month-to-month,No,Yes,None,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,-0.11551446516400271,-0.13585224235974488,-0.17777494412296713,3,3,3,4,1,4,4,3
3948,Q823836,2ae83d2b-ee1b-4dfa-9c09-679ac734c3cf,Bellevue,TX,Clay,76228,33.62099,-98.06028,999,Suburban,America/Chicago,Garment/textile technologist,0.0,0.2222222222222222,Bachelor's Degree,Unemployed,68509.1,Married,Female,Yes,0.7599142253679376,9,0.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,-0.07967256676746691,-0.46127854809126395,-0.09633382172205102,5,6,4,2,3,5,3,4
3949,T311555,3722752d-45f8-4674-aa0c-582153fc8b47,Spring Valley,CA,San Diego,91977,32.72594,-116.9965,63393,Urban,America/Los_Angeles,"Surveyor, quantity",0.0,-0.2777777777777778,Associate's/Some College,Student,33186.785,Divorced,Female,No,-1.075220488093412,9,-0.5,1.0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Credit Card (automatic),-0.22382651236889958,-0.6741468982657423,-0.26665245223944656,2,2,3,4,3,3,3,3
3950,B968082,9cb8c0c4-1ad1-4216-abb5-ede71fda4146,East Liberty,OH,Logan,43319,40.30649,-83.57217,926,Suburban,America/New_York,Aeronautical engineer,1.0,-0.05555555555555555,Highschool,Full Time,7162.12,Separated,Female,No,0.10184639922455102,12,-0.5,0.0,No,Two Year,Yes,No,Fiber Optic,No,No,No,No,No,No,No,No,No,Electronic Check,-0.10557783340951073,-0.9089364688407119,-0.24929211174248794,5,5,5,4,4,6,4,3
3951,V750673,90c0b106-b0b2-43a3-b145-f7619c32bd49,Minneapolis,MN,Hennepin,55455,44.97347,-93.23321,1108,Suburban,America/Chicago,Environmental consultant,1.0,0.05555555555555555,Bachelor's Degree,Part Time,33186.785,Never Married,Female,No,0.44738276042151015,9,0.0,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,-0.19911915219475979,0.2669154970239657,-0.1332540712941202,3,4,3,3,4,3,3,3
3952,K604598,eb0b0668-545e-4879-9954-7643cc25a5ed,Lincoln,NE,Lancaster,68521,40.86613,-96.70947,34950,Suburban,America/Chicago,Sub,0.0,-0.4722222222222222,Bachelor's Degree,Unemployed,13383.49,Widowed,Male,No,-1.1120092630659408,15,-0.5,0.0,No,Two Year,Yes,Yes,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Mailed Check,-0.16559485528172974,0.26859475244966896,-0.18458615920078147,4,5,4,3,2,4,5,5
3953,J600512,a72a24d5-8225-4a17-85a5-032b0aedd6a1,Chicago,IL,Cook,60616,41.84522,-87.62721,54464,Rural,America/Chicago,"Producer, television/film/video",3.0,-0.16666666666666666,Bachelor's Degree,Full Time,60325.3,Never Married,Female,Yes,0.5486801825660472,13,0.0,0.0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,-0.274667388542329,0.8278474091197614,-0.1726268970103498,3,4,4,4,3,4,5,4
3954,W937828,29705855-df94-40a4-816d-40fe890c0da8,Diagonal,IA,Ringgold,50845,40.81871,-94.35237,861,Urban,America/Chicago,"Pilot, airline",1.0,-0.9722222222222222,Associate's/Some College,Full Time,166553.1,Widowed,Female,Yes,1.2400100508164826,14,1.5,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,-0.2467392082840098,-0.4334440521746206,-0.16034818559574615,4,2,3,3,5,1,3,3
3955,G916269,5d08e319-9756-4011-a008-f5b5365e755c,Ashmore,IL,Coles,61912,39.52727,-88.03502,1227,Rural,America/Chicago,Contractor,0.0,-0.9722222222222222,No Diploma,Student,41624.04,Divorced,Female,Yes,0.07265132184820934,9,0.0,0.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),-0.17030366789948612,-0.6626632151503677,-0.1920315471467005,2,3,3,3,4,2,4,4
3956,Z521040,19b0f917-b937-405d-8d31-a37b62e038a0,Mulliken,MI,Eaton,48861,42.7306,-84.92028,1398,Rural,America/Detroit,Secondary school teacher,3.0,0.6388888888888888,Highschool,Student,33186.785,Widowed,Female,Yes,-0.514654475912443,13,0.0,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),-0.18037244805536737,0.5855849126902376,-0.33519163007590813,2,3,3,3,4,2,5,4
3957,T165331,2f1d3416-99a9-446f-9779-fba8d89574b1,Benavides,TX,Duval,78341,27.62992,-98.48907,2107,Suburban,America/Chicago,"Surveyor, mining",3.0,-0.5,No Diploma,Full Time,33186.785,Widowed,Male,No,6.877369038605447,13,0.5,0.0,No,Month-to-month,No,Yes,None,No,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),-0.15520120711007102,-0.8093468942160735,-0.25121598996948336,2,3,2,4,4,3,3,3
3958,Z383963,08960680-dd7a-4659-890a-cd76c108758a,Little Rock,MS,Newton,39337,32.51414,-88.98055,1949,Suburban,America/Chicago,Airline pilot,1.0,0.3611111111111111,Highschool,Full Time,72367.44,Married,Female,No,1.620894944622933,14,0.0,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,-0.012604568678173224,-0.18178378535224823,0.012585604653940504,2,2,2,4,4,4,2,3
3959,H99919,d5474070-633e-4bbb-9655-234777362758,Sheldon,SC,Beaufort,29941,32.54373,-80.81181,587,Rural,America/New_York,Artist,1.0,0.7777777777777778,Bachelor's Degree,Student,15293.02,Divorced,Female,No,0.6641882967812748,12,0.0,1.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,-0.18037244805536737,-0.6991092773526686,-0.31772489313986335,3,3,3,5,3,4,2,4
3960,O159725,2b7b0452-fdb3-4d4b-a99a-78b97885d503,Springfield,LA,Livingston,70462,30.3661,-90.58381,4907,Urban,America/Chicago,Theatre director,1.0,-0.25,Bachelor's Degree,Part Time,26493.5,Divorced,Female,No,-0.06092963474936556,17,0.5,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,-0.30350609276129425,0.0402893723409,-0.3445815234065668,4,4,5,3,5,4,3,2
3961,D117185,ce30638f-d330-41b4-b391-bf993df93a3d,Darrington,WA,Snohomish,98241,48.22367,-121.3278,1921,Urban,America/Los_Angeles,Diplomatic Services operational officer,0.0,0.3888888888888889,Associate's/Some College,Full Time,55556.96,Never Married,Male,Yes,-0.6505815501009268,12,0.5,0.0,Yes,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),-0.13643770639499422,1.1820235883693988,-0.04434227909300514,4,4,3,5,3,3,3,3
3962,Q520116,24986bca-6900-4aef-beeb-8f06fe593833,Frazeysburg,OH,Knox,43822,40.17741,-82.1725,5115,Rural,America/New_York,Drilling engineer,1.0,-0.75,Bachelor's Degree,Full Time,33186.785,Widowed,Male,No,-0.6212685014237446,11,0.0,1.0,No,Two Year,No,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),-0.2567502741786923,-0.3504684215433127,-0.1920315471467005,3,3,2,4,4,2,3,3
3963,Z500180,c060d1aa-20bf-4292-9233-7757037ac5a8,Wounded Knee,SD,Oglala Lakota,57794,43.12407,-102.3948,489,Rural,America/Denver,Warehouse manager,0.0,0.19444444444444445,Graduate Degree,Part Time,33186.785,Divorced,Male,No,1.4387116166112686,8,0.5,0.0,No,Month-to-month,No,No,DSL,No,No,No,No,Yes,No,No,No,No,Bank Transfer(automatic),-0.12858664945465056,-1.024978919274449,-0.1487348358788262,4,4,4,4,4,3,4,3
3964,D506699,c949ce3d-c4e4-49b1-b433-c348f415f8a9,Woodbury Heights,NJ,Gloucester,8097,39.81525,-75.15087,3213,Urban,America/New_York,Commercial horticulturist,2.0,-0.8055555555555556,Associate's/Some College,Full Time,20638.11,Separated,Male,Yes,-0.42004307160389565,9,1.0,0.0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.1824731321179624,-0.0831430777535296,-0.10709349536875412,5,4,5,4,2,5,5,3
3965,A49320,76f26831-9fc9-4395-ada1-f253e1d52e24,Pekin,IL,Tazewell,61554,40.54087,-89.61861,42059,Rural,America/Chicago,"Designer, blown glass/stained glass",1.0,0.7777777777777778,Associate's/Some College,Full Time,58077.49,Married,Male,No,-1.5150355429512317,17,0.5,0.0,No,Two Year,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),-0.032994576153704006,-0.8886562302379877,-0.14129866281437364,4,4,5,5,3,5,4,5
3966,K351100,59fd3be5-43f9-4e5a-bd69-36b8f3c6888e,Escanaba,MI,Delta,49829,45.76353,-87.15961,16943,Rural,America/Detroit,Conference centre manager,1.0,-0.6944444444444444,Associate's/Some College,Full Time,33186.785,Separated,Male,No,0.5360281552923161,13,0.5,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.11256298469014177,0.494742456783531,0.013775505758178668,2,2,2,4,2,3,4,5
3967,B755053,47017b6b-fe7d-4aef-a990-a9e04aa22ffc,Peel,AR,Marion,72668,36.42446,-92.77192,236,Suburban,America/Chicago,Technical brewer,3.0,-0.3055555555555556,Associate's/Some College,Retired,33186.785,Married,Female,Yes,-0.6320084011310748,14,0.5,2.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),-0.1251404753133719,1.0281269251722063,-0.13388233718692583,4,5,3,3,3,3,4,4
3968,G355289,8c317ef2-a4ff-49f8-8193-514b436404ad,West Columbia,SC,Lexington,29172,33.90749,-81.07207,9709,Suburban,America/New_York,"Loss adjuster, chartered",1.0,-0.5,Associate's/Some College,Full Time,33186.785,Widowed,Male,Yes,0.03969830590206317,11,-0.5,0.0,Yes,Month-to-month,No,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),-0.2532679567210151,1.0174900460749214,-0.22872355119321486,3,1,3,3,4,2,3,4
3969,O683991,efdc13cd-0738-43f9-829c-61a723d1f8af,Rosholt,WI,Portage,54473,44.65014,-89.35583,2674,Urban,America/Chicago,Farm manager,1.0,0.08333333333333333,No Diploma,Retired,33186.785,Widowed,Male,No,0.39097984689331594,17,0.0,2.0,No,One year,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),-0.22830452546438054,-0.24535149715087928,-0.15113023250209193,3,3,3,3,2,3,5,5
3970,I495492,1f1616c8-bf39-4a4f-a06e-53600dffe3a2,Miami Gardens,FL,Miami-Dade,33056,25.94921,-80.24563,36409,Suburban,America/New_York,Furniture conservator/restorer,2.0,-0.4722222222222222,Highschool,Full Time,33186.785,Separated,Female,No,0.4798102063275818,14,0.0,0.0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,-0.038975959469632775,-0.6517105786226087,-0.009177582579809955,2,2,4,4,5,3,1,2
3971,N126788,22966764-ccea-4404-9ee7-657df843180b,Chalfont,PA,Bucks,18914,40.289,-75.20984,21156,Rural,America/New_York,"Surveyor, quantity",1.0,-0.5277777777777778,Highschool,Full Time,33186.785,Separated,Female,No,0.08752066821804967,6,-0.5,1.0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,-0.21037763227243436,0.5960049078958837,-0.21611901102111633,3,2,3,4,4,2,4,2
3972,Q317026,6c912055-6450-4ea0-85b6-fb612bb45217,Section,AL,Jackson,35771,34.53626,-86.00238,3916,Rural,America/Chicago,Occupational psychologist,1.0,0.6111111111111112,Associate's/Some College,Retired,65782.7,Widowed,Male,Yes,-0.3294481051209152,10,0.0,0.0,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,-0.23065090738179303,1.144593574982237,-0.13732492239120497,5,3,3,3,4,4,3,3
3973,J902837,b74554ec-4a98-4890-9e92-969d913ffde8,Beaumont,TX,Jefferson,77708,30.14476,-94.16485,12918,Suburban,America/Chicago,"Surveyor, planning and development",9.0,-0.9166666666666666,Bachelor's Degree,Unemployed,29973.85,Widowed,Female,No,0.19155872383336284,10,0.0,0.0,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,-0.10403833904683749,0.8516520109616162,-0.1920315471467005,3,3,4,3,3,3,2,3
3974,Q358582,61aa16af-6d07-4849-9633-ec2f0f140b55,Boston,MA,Suffolk,2210,42.34778,-71.03906,3196,Suburban,America/New_York,Meteorologist,1.0,-0.9166666666666666,Highschool,Unemployed,50562.37,Widowed,Male,Yes,-1.1326808575648981,16,0.5,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,-0.2490415854740299,-0.27365484500974147,-0.17879944991883223,4,4,4,3,4,4,4,4
3975,C219042,ba2e503b-a30d-44f6-a4c5-df6a3b286347,Silex,MO,Lincoln,63377,39.11037,-91.1037,2381,Rural,America/Chicago,"Nurse, children's",1.0,-0.5,Associate's/Some College,Full Time,18070.29,Divorced,Female,No,0.41388387344661665,9,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,0.16763342595257888,-0.2766035090953306,0.2151450025394087,3,3,3,3,3,3,2,5
3976,H994676,df42eb91-c4ce-4bec-a6f4-3e5ac591db76,Clear Lake,IA,Cerro Gordo,50428,43.13775,-93.38988,9339,Suburban,America/Chicago,Tour manager,0.0,0.8055555555555556,No Diploma,Full Time,26943.66,Never Married,Male,Yes,-1.319793265626225,11,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,-0.2679893691673064,1.8639049489472599,-0.2650570727227813,6,6,6,4,4,5,5,5
3977,B547610,7044a9d8-e1e2-4fc4-83b2-10d4eb0de5d0,Hazel,KY,Calloway,42049,36.5178,-88.3264,1605,Suburban,America/Chicago,Barista,0.0,-0.5833333333333334,Highschool,Full Time,33186.785,Never Married,Male,Yes,-0.921249895172885,13,-0.5,0.0,No,Two Year,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,-0.15920410336892618,0.7778253721415708,-0.17503458014223758,5,5,4,6,2,6,5,5
3978,F991691,e68e13a4-a722-499b-9c92-2476ac346c8d,Clinton,IN,Vermillion,47842,39.67855,-87.4636,9612,Urban,America/Indiana/Indianapolis,Advertising copywriter,1.0,-0.08333333333333333,Highschool,Retired,78193.51,Widowed,Female,Yes,0.2570068556478223,13,0.5,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),-0.2583710286871995,-0.6639134869962853,-0.26430402788375873,4,3,3,2,3,4,2,4
3979,O35903,948ad189-b380-4afd-a6cb-2993270d8d7f,Sandgap,KY,Jackson,40481,37.44884,-84.08787,143,Suburban,America/New_York,Orthoptist,1.0,-0.5833333333333334,Graduate Degree,Retired,16859.67,Separated,Male,No,0.5918964761188035,13,0.5,1.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,-0.2863423700092923,-0.4734702933234592,-0.29752091110604684,3,5,4,1,3,4,2,4
3980,S959998,f9d1f8d2-2b92-4d40-9514-49ee0531a692,Arlington,TX,Tarrant,76006,32.78493,-97.10019,24774,Urban,America/Chicago,Architectural technologist,1.0,0.7222222222222222,Highschool,Unemployed,5864.01,Never Married,Female,No,0.1517529963775722,6,-0.5,1.0,No,One year,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,-0.14536807754227368,-0.6804572626717328,-0.17495542667323047,5,4,5,3,4,4,3,4
3981,P754286,43f62637-7309-47b9-a945-068515a4bfd4,Deltona,FL,Volusia,32725,28.88334,-81.25083,48008,Suburban,America/New_York,Systems analyst,3.0,0.6111111111111112,Highschool,Retired,33186.785,Separated,Male,No,0.32479185682501727,9,0.0,1.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),-0.2261040973530294,-0.4016737515185325,-0.3378146815271988,4,4,4,2,4,5,4,3
3982,U88099,e12fefa7-9e06-43c3-89c2-f736f5bfd3cd,Itasca,TX,Hill,76055,32.16217,-97.15511,2703,Suburban,America/Chicago,Television/film/video producer,1.0,-0.19444444444444445,No Diploma,Student,93137.85,Widowed,Male,No,0.9085738540852198,16,0.5,2.0,No,One year,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,-0.17124989417054806,-0.3130687081116,-0.2144152030658619,3,2,4,2,3,3,3,4
3983,T591964,0df93a81-834e-4510-bd1c-28140f24c623,Topeka,KS,Shawnee,66616,39.0684,-95.62311,5455,Rural,America/Chicago,Radiation protection practitioner,1.0,-0.05555555555555555,Associate's/Some College,Full Time,15534.13,Divorced,Female,No,-0.13158677469062588,13,-0.5,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,-0.18037244805536737,0.17350551857653512,-0.12167096529073122,3,2,2,3,5,3,3,4
3984,Z493920,a15889b6-448e-4dde-8d2b-e931d8a0b166,Laurel Springs,NC,Alleghany,28644,36.4313,-81.26683,1117,Suburban,America/New_York,"Pharmacist, community",2.0,0.5833333333333334,Highschool,Retired,33186.785,Divorced,Female,No,1.2279241955601712,11,-0.5,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,-0.18752652380150037,0.1589806767747256,-0.25691409462194703,5,6,6,4,3,5,4,4
3985,V855299,f5f091e6-a727-4744-8db0-dd83740bb37b,Placida,FL,Charlotte,33946,26.84776,-82.27296,2325,Rural,America/New_York,Legal executive,4.0,0.2222222222222222,Associate's/Some College,Retired,57503.75,Never Married,Female,No,-0.38114750514025164,10,0.0,0.0,Yes,Two Year,Yes,Yes,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,-0.2724153243826695,-0.16635313435594715,-0.3471478915228879,2,3,2,2,3,3,3,4
3986,Y275063,358359fd-20af-4dba-b6c2-f7505004a2d9,Houston,TX,Harris,77019,29.75322,-95.41028,21319,Suburban,America/Chicago,"Accountant, chartered public finance",3.0,0.6111111111111112,No Diploma,Part Time,189938.4,Widowed,Female,Yes,-0.9035510421151918,12,0.0,0.0,No,Month-to-month,Yes,No,None,No,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,-0.20274172872907112,-0.19051176725621233,-0.29491756532435376,4,5,5,2,4,3,5,3
3987,N229807,0b5ec8fc-033b-4f26-8eed-90a859278406,Poyen,AR,Grant,72128,34.31946,-92.63291,903,Urban,America/Chicago,Speech and language therapist,3.0,0.027777777777777776,Bachelor's Degree,Student,64821.36,Married,Female,Yes,-0.06435847173613678,13,0.0,1.0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Mailed Check,-0.2714379209060564,0.4354103598098458,-0.27351026153841973,4,3,3,5,1,6,5,5
3988,B50784,dbcf84d2-adaa-4bc1-8fd8-42a2fdba86c4,Amherst,NH,Hillsborough,3031,42.87036,-71.6079,11393,Suburban,America/New_York,Warden/ranger,1.0,0.75,No Diploma,Full Time,25832.88,Widowed,Male,Yes,-0.4325642702839599,13,0.0,0.0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,-0.1454687994738607,0.008975165751052018,-0.1920315471467005,5,5,3,2,2,5,5,3
3989,N289327,f12c3837-99e8-4c9d-89e7-8f2c6319e66e,Ford,KS,Ford,67842,37.55923,-99.77455,464,Rural,America/Chicago,Interpreter,7.0,0.6666666666666666,Associate's/Some College,Full Time,16720.22,Divorced,Female,Yes,-0.5867710313727089,11,0.5,1.0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),-0.2668775163885253,1.5245916952128689,-0.24169574150792553,4,3,5,4,4,4,3,4
3990,O575007,6f14a11d-da7f-425f-aa73-c1f0007d039a,Stover,MO,Morgan,65078,38.39063,-93.00787,4037,Urban,America/Chicago,"Nurse, adult",3.0,-0.3333333333333333,Associate's/Some College,Full Time,116396.5,Never Married,Prefer not to answer,No,-0.4616630307473775,12,-0.5,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-0.08028786598403413,0.5873598521857816,-0.08655494225400015,3,2,4,4,2,4,4,3
3991,A948817,3e2eaf56-3499-45b4-a49b-3c4015f6c343,Irving,IL,Montgomery,62051,39.20174,-89.40192,585,Rural,America/Chicago,Medical technical officer,0.0,-0.5555555555555556,Graduate Degree,Full Time,33186.785,Widowed,Female,No,-0.5971919799913415,12,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,-0.28086567010499536,-0.8133831672288512,-0.29999581561683764,3,3,3,4,3,2,4,4
3992,Z208862,a4d75986-1962-4d8f-966c-eeeaf324d1ff,East Bend,NC,Yadkin,27018,36.19792,-80.52076,7714,Urban,America/New_York,IT trainer,2.0,-0.9444444444444444,No Diploma,Full Time,22227.6,Separated,Female,Yes,-0.0909243455128594,11,0.0,0.0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),-0.30693263254926145,-0.16247633479290377,-0.2704825350233425,3,4,3,2,5,2,3,3
3993,O958151,e2c6b6d9-905c-408a-8a0f-a779536a7a7d,Centerville,GA,Houston,31028,32.63494,-83.68161,6464,Urban,America/New_York,English as a second language teacher,1.0,-0.05555555555555555,Graduate Degree,Unemployed,77013.22,Married,Female,Yes,-0.04486207891477151,11,0.0,1.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,-0.0286679239811144,0.20245951811031354,0.0397057096468822,3,3,3,4,3,3,6,3
3994,O376769,4b640c56-65ba-4cae-95dc-8d721f2ab2fd,Yorklyn,DE,New Castle,19736,39.80611,-75.67645,69,Rural,America/New_York,"Psychologist, prison and probation services",1.0,0.4444444444444444,Associate's/Some College,Retired,30328.46,Divorced,Male,No,0.19786556431425995,12,-0.5,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),-0.18037244805536737,-0.3398985212949163,-0.33463665793261294,3,4,2,5,3,3,3,3
