,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
4647,4647,D903851,d3e0d0ef-be34-4ef5-a3ac-964877008e69,Eureka,CA,Humboldt,95503,40.72427,-124.0961,25503,Rural,America/Los_Angeles,Catering manager,0,80,Bachelor's Degree,Retired,NA,Divorced,Male,Yes,7.389438,12,2,0,NA,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),15.61752,244.9362,2335.859,3,5,4,2,6,4,3,2
4648,4648,F690235,bb41fd78-1c49-4ed1-af8c-7dae64f021cd,Holmesville,OH,Holmes,44633,40.63141,-81.93417,2634,Suburban,America/New_York,Web designer,NA,76,Bachelor's Degree,Full Time,9225.43,Widowed,Male,No,9.837008,13,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),9.74066,147.7864,1042.787,4,3,6,4,4,3,3,3
4649,4649,C676642,0280f464-350f-40be-95d8-305df49a36df,Mount Vernon,GA,Montgomery,30445,32.16292,-82.58573,3929,Suburban,America/New_York,Exhibition designer,2,40,"Some College, 1 or More Years, No Degree",Full Time,25303.83,Married,Female,Yes,10.78707,13,2,0,NA,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,NA,Yes,Yes,Yes,Credit Card (automatic),7.276075,205.8343,1143.401,2,3,2,3,4,2,2,2
4650,4650,Q270422,1ebb10f4-626d-4003-80ad-51f2fd638999,Craig,CO,Moffat,81625,40.73385,-107.6873,12478,Rural,America/Denver,Furniture conservator/restorer,0,36,Master's Degree,Full Time,34999.62,Divorced,Female,No,8.996336,10,1,2,No,Two Year,Yes,No,None,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Mailed Check,7.965702,192.4633,NA,4,5,4,4,3,5,3,4
4651,4651,K812806,225483bd-f48b-4582-a075-b13d8844d08f,Tuba City,AZ,Coconino,86045,36.05915,-111.1213,11634,Suburban,America/Phoenix,Historic buildings inspector/conservation officer,4,87,Regular High School Diploma,Retired,NA,Never Married,Male,Yes,16.5948,13,0,2,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Electronic Check,2.605757,175.285,624.0528,3,2,2,3,3,2,3,3
4652,4652,T592373,fb3788d0-ae3f-4c48-aec8-027cc2e79efb,Hayden,AZ,Gila,85135,33.00418,-110.786,470,Rural,America/Phoenix,Soil scientist,NA,21,Regular High School Diploma,Full Time,NA,Never Married,Female,Yes,12.47458,12,0,0,No,Month-to-month,No,Yes,DSL,No,Yes,No,No,No,NA,No,Yes,Yes,Electronic Check,8.542338,161.3078,1497.298,4,3,4,4,5,3,3,2
4653,4653,Z845059,585ca482-99c0-4783-a195-d45e10fa916a,Harrisburg,NE,Banner,69345,41.57521,-103.7455,441,Suburban,America/Denver,Commercial/residential surveyor,NA,NA,"Some College, Less than 1 Year",Full Time,50156.65,Separated,Male,No,12.78286,9,0,2,No,Month-to-month,Yes,No,None,No,No,No,No,No,No,No,No,No,Mailed Check,10.13859,79.52243,NA,3,3,3,3,5,2,3,3
4654,4654,X258761,142047c9-00f6-4c81-aae2-2e45056047f2,Stockton,MO,Cedar,65785,37.70615,-93.82118,5012,Urban,America/Chicago,Probation officer,NA,77,Bachelor's Degree,Student,NA,Widowed,Male,Yes,9.062585,5,0,0,No,One year,No,No,None,NA,Yes,No,No,No,NA,Yes,Yes,No,Electronic Check,5.464636,219.867,NA,4,5,4,3,3,5,4,3
4655,4655,D656330,38563e24-4822-4197-b7ec-e6f001422b00,Anatone,WA,Asotin,99401,46.08744,-117.2514,304,Rural,America/Los_Angeles,"Designer, industrial/product",1,62,Associate's Degree,Retired,NA,Widowed,Female,Yes,12.75213,5,0,2,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,NA,Yes,Yes,Yes,Credit Card (automatic),1.712499,242.2085,763.7549,4,5,3,4,3,4,4,3
4656,4656,T495078,dc42d6f8-7c61-4726-a11b-b447eee82f69,Vernalis,CA,Stanislaus,95385,37.60949,-121.2512,440,Suburban,America/Los_Angeles,Magazine features editor,NA,38,Bachelor's Degree,Full Time,25707.64,Widowed,Male,Yes,11.47727,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Mailed Check,8.512387,180.3355,1292.607,4,3,4,3,5,3,3,2
4657,4657,J92349,4e445be1-2fca-46b4-89d6-0b1c61309329,Jasper,IN,Dubois,47546,38.41951,-86.93579,21137,Suburban,America/Indiana/Vincennes,Financial trader,0,41,"Some College, 1 or More Years, No Degree",Student,NA,Never Married,Male,Yes,9.525043,13,2,1,No,One year,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),8.747794,208.436,1246.196,3,3,2,4,3,3,4,4
4658,4658,Q696354,8ff66ea5-57eb-4fa9-998f-e46420ef2d19,Saint Paul,MN,Ramsey,55109,45.01463,-93.0261,34135,Rural,America/Chicago,Chartered accountant,0,23,Master's Degree,Part Time,62214.19,Never Married,Female,Yes,11.94389,13,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Mailed Check,7.019257,181.7142,NA,4,3,5,3,6,3,2,3
4659,4659,C515202,009fc78e-502f-4502-8c74-78597b2466a5,Cincinnati,OH,Hamilton,45239,39.20448,-84.57991,29809,Urban,America/New_York,Television/film/video producer,2,76,Regular High School Diploma,Full Time,NA,Never Married,Male,Yes,11.39466,9,3,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),NA,191.0189,1492.762,4,3,2,4,3,3,4,5
4660,4660,P263323,c77b3fe1-a70a-4cb5-b21c-62fa742b0d35,Leslie,AR,Stone,72645,35.80601,-92.56271,2006,Rural,America/Chicago,"Scientist, audiological",NA,NA,"Some College, 1 or More Years, No Degree",Student,NA,Widowed,Male,No,9.616362,12,1,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,No,No,Bank Transfer(automatic),4.208515,141.522,956.1672,4,4,5,3,3,4,3,5
4661,4661,M154436,430fa122-dc62-44ae-ae07-eb784485b105,Kensington,MD,Montgomery,20895,39.02674,-77.07756,19637,Rural,America/New_York,Systems developer,NA,37,Regular High School Diploma,Part Time,NA,Divorced,Prefer not to answer,No,11.74914,9,1,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,18.34508,185.4915,2281.872,5,4,3,2,3,4,3,3
4662,4662,E333890,170f9bdd-2279-4875-be63-8b9a6f60f255,Tennessee,IL,McDonough,62374,40.40891,-90.91203,345,Suburban,America/Chicago,Administrator,4,NA,"Some College, 1 or More Years, No Degree",Retired,57660.95,Divorced,Male,No,14.59872,18,0,0,No,Month-to-month,Yes,No,DSL,NA,No,No,No,No,NA,Yes,No,Yes,Credit Card (automatic),8.873645,117.8286,1512.006,3,4,4,4,3,4,4,2
4663,4663,V607314,39075b6b-9d96-4f53-9070-498c6f74bee1,Haverhill,MA,Essex,1830,42.79591,-71.05314,26695,Rural,America/New_York,Garment/textile technologist,2,86,"9th Grade to 12th Grade, No Diploma",Full Time,NA,Never Married,Male,No,11.66207,11,1,0,Yes,One year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,5.188006,127.0044,1039.131,4,4,3,4,2,4,2,4
4664,4664,W441951,08fc2841-b7c4-4f48-bf18-0a4565c8ed9f,Arlington,VA,Arlington,22206,38.84413,-77.0889,20150,Suburban,America/New_York,Dentist,0,80,GED or Alternative Credential,Student,24570.19,Never Married,Male,No,3.727232,13,1,0,NA,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Mailed Check,10.76731,162.5714,1512.109,3,2,3,2,5,3,3,5
4665,4665,Y910041,84c1c867-700b-401f-8bf6-a6fb00357fde,Earlville,NY,Madison,13332,42.75678,-75.5755,2939,Urban,America/New_York,"Engineer, aeronautical",4,51,Bachelor's Degree,Full Time,NA,Never Married,Male,No,9.576655,13,0,0,Yes,Two Year,No,Yes,None,No,No,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),2.284566,128.7061,704.9501,3,3,2,3,2,5,4,3
4666,4666,N169945,deb39eee-4985-4f9d-9f39-61929f20ddb2,Campbellsville,KY,Taylor,42718,37.38734,-85.37359,25597,Urban,America/New_York,Broadcast presenter,2,25,"Some College, Less than 1 Year",Retired,NA,Married,Male,Yes,16.17429,17,2,0,NA,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),6.360959,171.9915,1050.342,2,4,2,4,4,3,2,4
4667,4667,P661153,b1728506-0063-4f7a-90ef-c9f4031745c0,Dunedin,FL,Pinellas,34698,28.03398,-82.7796,38909,Suburban,America/New_York,"Designer, multimedia",2,84,Bachelor's Degree,Full Time,NA,Separated,Female,Yes,40.63428,12,1,2,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,NA,Yes,No,No,Bank Transfer(automatic),4.946157,156.5389,NA,3,2,3,4,2,4,4,4
4668,4668,H51608,b3d8bcf0-51ef-4d05-be7a-8dacdd00bbd8,Lynx,OH,Adams,45650,38.74441,-83.42083,460,Rural,America/New_York,Claims inspector/assessor,8,47,"Some College, 1 or More Years, No Degree",Full Time,75524.57,Divorced,Female,Yes,12.73993,12,0,1,NA,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,NA,No,Yes,No,Electronic Check,18.98342,180.1591,2038.787,2,3,3,4,4,3,3,3
4669,4669,C620479,29e39f59-0ae0-4b07-bc10-4fc511660d23,Cedar Island,NC,Carteret,28520,34.97178,-76.32332,322,Rural,America/New_York,Special effects artist,NA,33,Regular High School Diploma,Full Time,22361.08,Separated,Female,No,11.87284,10,4,0,NA,One year,No,Yes,DSL,NA,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),14.07058,201.1674,2079.326,5,5,5,3,4,4,3,3
4670,4670,D364470,6300692c-06bf-4873-9713-512c8eb72751,Pocasset,MA,Barnstable,2559,41.69165,-70.61522,4059,Rural,America/New_York,Clinical biochemist,1,47,"Some College, Less than 1 Year",Full Time,NA,Widowed,Female,Yes,8.180585,17,0,0,NA,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),NA,197.3229,1487.998,1,2,2,2,3,2,2,3
4671,4671,O903764,5e0a9c02-ec9d-4300-a982-81a94b5ee59c,Carrier,OK,Garfield,73727,36.50569,-98.03713,203,Suburban,America/Chicago,"Programme researcher, broadcasting/film/video",4,75,"Some College, 1 or More Years, No Degree",Full Time,16787.14,Separated,Female,No,7.725941,11,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,NA,No,No,No,Electronic Check,5.833919,159.3085,1098.532,4,5,4,3,4,3,4,4
4672,4672,J170179,1ce1f0e3-7d2a-473f-be7c-4f6ec233dd6a,Hawley,PA,Pike,18428,41.41607,-75.12312,11996,Urban,America/New_York,"Pharmacist, community",NA,55,Master's Degree,Full Time,38999.85,Separated,Male,No,13.39776,15,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,3.063806,104.7895,503.8826,4,3,2,5,3,5,3,3
4673,4673,T380611,d79ab1c6-ffb4-4d3c-bafc-4593f8a18e70,Chandler,AZ,Maricopa,85286,33.27106,-111.8312,42979,Rural,America/Phoenix,Toxicologist,1,NA,Master's Degree,Full Time,NA,Divorced,Male,No,10.58685,12,2,1,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Credit Card (automatic),10.61246,168.1147,1190.057,3,2,4,3,3,3,2,3
4674,4674,F537282,cbc6bf14-d203-40f9-bb59-20e5c8011301,Edmeston,NY,Otsego,13335,42.70267,-75.25046,1519,Suburban,America/New_York,Psychiatrist,1,46,"Some College, 1 or More Years, No Degree",Part Time,34489.63,Widowed,Female,No,3.256874,17,6,1,Yes,One year,No,No,DSL,Yes,Yes,No,No,No,NA,No,Yes,No,Bank Transfer(automatic),3.878332,172.2679,1006.712,2,4,3,3,3,3,4,3
4675,4675,V366744,de4f9a6f-65ef-466a-b70e-139b1140887f,Creighton,NE,Knox,68729,42.47072,-97.90435,1909,Rural,America/Chicago,"Engineer, production",NA,57,"Some College, 1 or More Years, No Degree",Full Time,NA,Divorced,Male,Yes,5.829987,14,1,2,NA,One year,Yes,No,DSL,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,7.600934,233.1373,1696.72,3,3,3,3,4,2,3,4
4676,4676,U726172,c81f0d7f-6565-4719-8920-9ccb3777a347,South Lyme,CT,New London,6376,41.29418,-72.25379,213,Rural,America/New_York,"Engineer, electrical",0,75,Regular High School Diploma,Full Time,32910.92,Married,Male,No,6.410577,16,2,0,NA,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,No,No,Credit Card (automatic),14.28503,112.4277,1241.591,4,3,3,3,4,4,4,4
4677,4677,U607425,650d82ca-a5f8-4f21-a6b7-85ecbc6da77d,Lexington,KY,Fayette,40503,38.00468,-84.53422,29601,Urban,America/New_York,Illustrator,6,50,Regular High School Diploma,Full Time,8148.12,Separated,Female,Yes,8.222952,12,0,1,NA,One year,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,7.821554,269.8524,2022.556,4,4,3,4,4,3,3,4
4678,4678,G174513,2018db69-40ec-4471-a786-55991cc788ee,San Juan,PR,San Juan,915,18.43691,-66.04562,26131,Rural,America/Puerto_Rico,Warehouse manager,10,34,"9th Grade to 12th Grade, No Diploma",Part Time,63574.11,Separated,Male,Yes,10.30881,9,0,0,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),4.533178,235.6642,1396.329,3,4,4,3,2,4,5,4
4679,4679,C624351,b94cb0b5-68de-4910-8442-861f66606081,Oregonia,OH,Warren,45054,39.44055,-84.07496,2926,Urban,America/New_York,Art therapist,3,38,"9th Grade to 12th Grade, No Diploma",Student,47347.97,Separated,Female,Yes,7.182573,16,3,2,NA,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),5.429608,251.6784,1186.544,4,5,2,2,4,3,4,4
4680,4680,Z483037,f83af855-5582-4b9a-bb93-d4a9b114b405,Raleigh,NC,Wake,27612,35.85333,-78.71023,38748,Suburban,America/New_York,Public affairs consultant,3,64,GED or Alternative Credential,Part Time,NA,Divorced,Male,No,8.767119,14,3,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Credit Card (automatic),9.914638,159.6153,NA,3,4,4,5,5,3,3,2
4681,4681,S708977,de80c67f-246d-4a6f-9279-54e686dabd4c,Kansas City,KS,Wyandotte,66104,39.15041,-94.68863,26404,Urban,America/Chicago,Advice worker,0,NA,Nursery School to 8th Grade,Unemployed,40598.75,Married,Female,Yes,6.357235,12,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),6.588658,241.6903,1667.236,4,5,4,3,3,4,3,2
4682,4682,Q495387,4e0f6fef-01ad-411d-b5ee-9bc81c862eef,Port Lions,AK,Kodiak Island,99550,57.90188,-153.0284,190,Urban,America/Anchorage,Armed forces training and education officer,NA,31,Regular High School Diploma,Student,NA,Married,Male,No,4.145524,10,0,0,No,Month-to-month,Yes,Yes,None,NA,No,Yes,Yes,No,No,No,No,Yes,Mailed Check,1.556238,105.1957,498.4399,4,2,3,4,3,3,4,4
4683,4683,H145896,4507e158-ac0e-4dc8-a85d-8a384755e760,Waukee,IA,Dallas,50263,41.59562,-93.87241,23858,Suburban,America/Chicago,Advice worker,7,26,"Some College, 1 or More Years, No Degree",Full Time,NA,Divorced,Female,Yes,14.73224,12,0,0,NA,Month-to-month,No,No,None,NA,Yes,No,Yes,No,No,Yes,Yes,No,Electronic Check,7.820202,229.1945,1553.751,2,4,3,1,3,3,4,3
4684,4684,Z865831,957100ae-b4c8-4ae1-a1bc-fd89c5199460,Lebanon,VA,Russell,24266,36.86436,-82.11867,9179,Suburban,America/New_York,Forest/woodland manager,1,27,Bachelor's Degree,Part Time,NA,Divorced,Male,No,12.98443,12,1,0,NA,Two Year,No,No,None,Yes,No,No,No,No,NA,No,No,Yes,Electronic Check,2.292165,79.64247,371.8767,4,4,4,3,3,3,4,4
4685,4685,O841175,ca5b5c0d-4270-44bc-8896-9cc97e19f577,New Meadows,ID,Adams,83654,45.09727,-116.3567,1471,Suburban,America/Boise,Musician,7,54,"Some College, 1 or More Years, No Degree",Full Time,NA,Separated,Female,Yes,11.8011,14,0,0,No,Two Year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),NA,269.4893,1716.443,3,3,3,4,3,3,3,6
4686,4686,F84786,dc9711cc-b561-49d8-958f-712d43f7810a,Jefferson,NC,Ashe,28640,36.40347,-81.40752,4759,Urban,America/New_York,Commercial horticulturist,NA,NA,Bachelor's Degree,Full Time,20122.14,Married,Female,Yes,8.242673,16,1,0,NA,One year,No,No,None,Yes,Yes,No,Yes,No,NA,Yes,Yes,No,Mailed Check,4.527148,228.8451,932.0065,1,1,4,3,3,2,4,2
4687,4687,K216293,d558b41f-9c43-4155-bb58-06e696d89782,Palmer Lake,CO,El Paso,80133,39.09973,-104.9695,2558,Suburban,America/Denver,"Nurse, children's",3,73,"9th Grade to 12th Grade, No Diploma",Full Time,21336.57,Widowed,Male,No,7.367759,9,0,3,No,One year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),11.5917,153.0398,1786.98,2,3,3,3,4,2,3,2
4688,4688,J610004,1a9b718a-412b-449f-a7c3-f10538afcb84,Dougherty,OK,Murray,73032,34.39865,-97.04676,214,Urban,America/Chicago,Early years teacher,NA,77,Doctorate Degree,Full Time,NA,Separated,Female,No,4.807495,9,1,1,No,Two Year,No,No,None,NA,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,11.89464,150.6077,1139.674,4,3,3,4,2,3,2,4
4689,4689,O288038,0c8a1403-1114-42aa-836b-acee7c455fc8,Algona,IA,Kossuth,50511,43.0739,-94.22017,6975,Suburban,America/Chicago,Actuary,NA,77,Master's Degree,Unemployed,32382.9,Widowed,Male,No,10.52466,15,1,1,No,Two Year,No,Yes,None,Yes,Yes,No,No,Yes,NA,No,Yes,No,Electronic Check,14.0795,160.2276,1459.766,3,3,2,4,1,4,4,3
4690,4690,H690253,f14f1672-43a8-45ca-b5f9-38ad5eaa7568,Pleasant Hill,OH,Miami,45359,40.05144,-84.35258,1938,Suburban,America/New_York,Insurance account manager,NA,63,Bachelor's Degree,Student,2606.74,Widowed,Male,No,15.43185,9,0,1,Yes,One year,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,3.422801,165.5708,1245.217,3,3,4,5,3,3,4,3
4691,4691,Y161183,00dca657-d41b-419f-9f1c-f55c0b8287cf,Tyler,TX,Smith,75706,32.46601,-95.30761,9505,Rural,America/Chicago,Agricultural engineer,4,35,"9th Grade to 12th Grade, No Diploma",Full Time,9694.63,Never Married,Male,No,8.648132,12,0,0,No,Two Year,No,No,Fiber Optic,NA,No,No,Yes,No,No,No,No,No,Credit Card (automatic),6.264945,135.2673,857.5128,5,5,3,3,3,5,5,4
4692,4692,X281282,88e1c38e-9948-40bf-aee7-786e1210be7a,Lincoln,IL,Logan,62656,40.13988,-89.37163,19535,Urban,America/Chicago,Contractor,NA,63,Bachelor's Degree,Part Time,18927.94,Married,Female,Yes,9.95654,7,4,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,NA,Yes,Yes,No,Bank Transfer(automatic),8.675197,190.5589,1671.331,5,5,4,2,5,4,3,4
4693,4693,V65412,46dc5c21-4462-4adf-a703-643e3843b8ca,Modesto,CA,Stanislaus,95354,37.6382,-120.966,24743,Suburban,America/Los_Angeles,Theatre manager,0,55,Bachelor's Degree,Full Time,29360.19,Married,Male,No,9.929884,12,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic Check,14.58336,164.7944,1581.658,4,3,3,2,3,5,3,5
4694,4694,U549211,ec392a9b-63c0-4a99-9818-63cd058099f9,Naples,FL,Collier,34105,26.18941,-81.76365,17248,Suburban,America/New_York,Comptroller,0,41,Regular High School Diploma,Part Time,44031.24,Widowed,Male,No,5.689478,11,1,0,No,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),2.856149,94.54991,830.1003,2,2,3,5,4,4,5,4
4695,4695,P179491,7160814f-3cd7-4540-b938-88db781e8f1f,Warfield,KY,Martin,41267,37.87493,-82.43857,939,Rural,America/New_York,Sub,5,77,Bachelor's Degree,Full Time,19315.16,Divorced,Male,No,9.199786,14,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),8.390283,125.1731,835.0734,6,6,5,4,3,5,5,4
4696,4696,P652340,014041f8-9c57-43be-ace0-15c19dc0a856,Given,WV,Jackson,25245,38.69739,-81.74458,541,Suburban,America/New_York,"Journalist, broadcasting",2,78,Associate's Degree,Unemployed,32498.09,Married,Female,No,17.22037,11,2,3,NA,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,16.64412,126.5935,1333.457,3,3,3,3,5,4,4,5
4697,4697,T708534,377e5404-a75e-4d3b-8f2b-dd6c40a6c004,Mack,CO,Mesa,81525,39.28856,-108.9516,1468,Urban,America/Denver,"Therapist, sports",0,NA,Master's Degree,Unemployed,41918.85,Separated,Female,Yes,8.761994,14,0,0,NA,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),NA,241.4211,953.0836,4,3,4,5,3,2,5,5
4698,4698,K325380,b4356d8e-497f-4299-8a99-e8de4d259dde,Columbia,MD,Howard,21046,39.17356,-76.84188,15988,Suburban,America/New_York,Merchant navy officer,1,NA,Regular High School Diploma,Full Time,68851.11,Divorced,Female,Yes,0.2787118,8,0,0,Yes,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),4.16861,159.3866,654.4586,5,4,5,3,4,5,4,4
4699,4699,T653531,cc339385-acbd-4cb6-ac23-bea0280d91c2,Shiro,TX,Grimes,77876,30.59729,-95.87444,85,Rural,America/Chicago,Dancer,1,NA,Nursery School to 8th Grade,Full Time,NA,Married,Prefer not to answer,Yes,11.78881,13,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,12.62182,255.0247,1802.89,6,6,5,4,5,5,4,4
4700,4700,O189297,3409c07f-1433-4502-8372-4c56f788c22f,Marengo,WI,Ashland,54855,46.37428,-90.84373,939,Suburban,America/Chicago,Civil Service administrator,0,NA,"Some College, 1 or More Years, No Degree",Part Time,NA,Widowed,Female,Yes,9.153342,14,1,0,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,16.37611,222.0359,2020.604,6,6,5,4,3,5,4,4
4701,4701,I250439,c9a55402-8498-4b7f-97ad-7f2bee5eece3,Inkom,ID,Bannock,83245,42.81817,-112.2204,2144,Urban,America/Boise,Dramatherapist,4,32,Bachelor's Degree,Full Time,52866.31,Separated,Male,Yes,38.81403,12,0,0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Mailed Check,4.581601,306.268,1383.764,2,3,3,3,4,1,2,3
4702,4702,O760396,8412d0cb-5e79-429e-9684-9e1ae8e4c3cb,Dugway,UT,Tooele,84022,40.27877,-112.7659,595,Urban,America/Denver,"Engineer, manufacturing systems",NA,NA,Regular High School Diploma,Full Time,NA,Divorced,Female,No,8.42136,14,0,1,NA,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,12.14985,150.6909,1147.311,3,4,3,3,4,4,4,3
4703,4703,A633603,90bce201-1215-4d45-9df9-f661ac970e19,Phoenix,AZ,Maricopa,85003,33.45076,-112.0784,8419,Rural,America/Phoenix,Primary school teacher,2,NA,Regular High School Diploma,Full Time,38159.22,Separated,Female,Yes,3.641684,10,2,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,11.739,224.3272,2212.982,3,2,2,1,5,2,2,4
4704,4704,M572988,9b7a27d3-abe0-4bc3-9fa7-c20fd0a29de7,Jupiter,FL,Palm Beach,33478,26.94045,-80.24526,13015,Suburban,America/New_York,Contracting civil engineer,0,77,Nursery School to 8th Grade,Full Time,NA,Married,Male,Yes,3.023156,11,1,0,No,One year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Mailed Check,7.819376,233.7211,1617.064,4,5,3,2,5,3,3,4
4705,4705,D330603,33c115a0-9492-4545-808a-59be0f377a2c,Arcadia,OK,Oklahoma,73007,35.68863,-97.31855,2349,Urban,America/Chicago,Horticultural therapist,4,NA,Regular High School Diploma,Full Time,82818.2,Separated,Male,Yes,8.537598,16,1,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,NA,No,Yes,Yes,Electronic Check,12.53901,217.1376,NA,2,2,3,2,4,3,3,4
4706,4706,S70815,354b68ed-d4bb-4899-ae2e-369d8a6d9bfa,Birmingham,AL,Jefferson,35208,33.49693,-86.87928,13864,Rural,America/Chicago,Chiropodist,0,32,Bachelor's Degree,Retired,21594.76,Divorced,Male,Yes,18.32442,12,2,0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),7.766899,186.2568,1166.168,4,4,4,5,3,3,3,4
4707,4707,B848374,d678b929-4262-4cb4-bb91-7564ed2c4ac1,Hakalau,HI,Hawaii,96710,19.85432,-155.2181,246,Urban,Pacific/Honolulu,"Engineer, aeronautical",5,NA,"9th Grade to 12th Grade, No Diploma",Student,10949.55,Separated,Male,No,12.04665,13,0,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,4.219362,166.5559,786.0804,4,4,3,3,4,4,4,4
4708,4708,X686233,39ec61d9-29f8-40ca-adeb-f78f04efa8b2,Martell,NE,Lancaster,68404,40.61632,-96.75073,926,Rural,America/Chicago,Camera operator,4,24,"Some College, Less than 1 Year",Full Time,64951.03,Divorced,Male,No,10.45442,12,2,1,NA,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),18.75702,167.9642,1989.102,3,2,4,2,4,3,4,3
