CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timeliness,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
6323,G56644,7ea0bd59-a653-47ee-a1ba-9cc232ba5e4d,Mount Vernon,KY,Rockcastle,40456,37.34836,-84.32157,9852,Rural,America/New_York,Commercial horticulturist,0.0,-0.3055555555555556,Bachelor's Degree,Unemployed,65583.82,Separated,Male,No,1.278796217507836,12,0.0,1.0,No,Two Year,No,No,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,0.5629627702619724,0.4244433706716107,0.6522486639990156,3,3,2,3,4,3,5,5
6324,X103902,e1641f55-c85d-415c-9690-ef8d390d83c0,Wamsutter,WY,Sweetwater,82336,41.73137,-108.1901,160,Suburban,America/Denver,Civil Service fast streamer,4.0,-0.9722222222222222,Associate's/Some College,Student,70152.92,Separated,Female,No,-0.07456625997370886,8,-0.5,2.0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,0.4916543871279109,0.4749805068924438,0.6891791192496118,2,3,3,3,3,4,2,5
6325,A268547,65e29d1b-b363-4f09-adca-88048809d3bd,Manley,NE,Cass,68403,40.92069,-96.16798,151,Suburban,America/Chicago,"Journalist, broadcasting",0.0,0.8055555555555556,Bachelor's Degree,Part Time,37258.51,Divorced,Male,No,1.110255153884035,17,-0.5,0.0,No,Month-to-month,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,Mailed Check,0.5884407899617242,-0.2823860163827004,0.5882986438703413,3,4,3,2,4,3,4,4
6326,I646709,1a8bc510-ca61-4fa5-95c0-730d0123f438,Rineyville,KY,Hardin,40162,37.75457,-86.04908,6570,Rural,America/New_York,Health physicist,0.0,-0.5833333333333334,Bachelor's Degree,Retired,67872.22,Divorced,Male,No,0.7045579405890768,12,0.0,1.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,0.3004341764376117,-0.655113742039941,0.4345683455796172,4,4,5,3,4,4,3,3
6327,R723551,290f9bac-dc08-4217-8994-703e0ff6b515,Toyah,TX,Reeves,79785,31.32749,-103.9069,77,Suburban,America/Chicago,Systems developer,2.0,0.2222222222222222,High School,Full Time,12456.09,Divorced,Male,No,0.4277742610293647,13,-0.5,1.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),0.642523424541627,1.5061119118576463,0.7532727555211841,4,4,4,3,3,4,6,4
6328,I09844,7dde5374-59e2-40c5-9eed-c21951644da5,New Prague,MN,Scott,56071,44.53703,-93.58185,12742,Rural,America/Chicago,Corporate treasurer,1.0,-0.8333333333333334,No Diploma,Full Time,42754.88,Divorced,Female,No,0.17188932147520047,11,-0.5,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,0.6298586619997345,0.9328415389558994,0.7034877378061765,2,3,3,2,3,2,3,3
6329,E571411,0f74a283-3650-4146-8429-5a0e31b19978,North Beach,MD,Calvert,20714,38.72222,-76.54613,4622,Urban,America/New_York,Legal secretary,1.0,-0.5555555555555556,Associate's/Some College,Full Time,41074.27,Married,Female,No,0.29561482477194007,16,0.5,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,0.33954403919328896,0.26616118760672186,0.41246224225497036,3,3,3,3,4,3,4,3
6330,L839648,95ba8a0e-eeac-4510-b74c-fca04046edb2,Aztec,NM,San Juan,87410,36.86692,-107.8798,17287,Rural,America/Denver,"Psychologist, educational",7.0,-0.4444444444444444,Associate's/Some College,Part Time,33186.785,Widowed,Female,No,-1.15383020199728,15,0.0,1.0,Yes,One year,No,No,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,0.5804897987216411,-0.5395433330174175,0.6643569272416261,4,3,4,4,3,3,3,2
6331,Q127985,751f99c6-e131-41a7-91e3-e5c874d8331b,Drake,ND,McHenry,58736,47.93382,-100.3819,631,Rural,America/Chicago,Accounting technician,1.0,-0.8888888888888888,High School,Part Time,33186.785,Never Married,Male,No,0.67441097241054,3,1.0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),0.3802186919473666,-0.0054587761844085946,0.41515745383127456,4,3,3,4,3,3,3,2
6332,P820298,a03062ba-bf0b-4950-882e-f5a391ac8c4b,Bradenton,FL,Manatee,34209,27.49492,-82.64316,34794,Rural,America/New_York,Child psychotherapist,3.0,0.6666666666666666,Associate's/Some College,Full Time,33186.785,Widowed,Female,No,-0.032582236433367905,13,-0.5,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Credit Card (automatic),0.6074770162143184,0.04474824999547376,0.6378957676220367,5,4,5,3,4,2,4,5
6333,U876126,3e6d187e-406a-4a37-88d8-4b8aeee5b5ce,Morrow,GA,Clayton,30260,33.5849,-84.32917,25487,Suburban,America/New_York,Public librarian,1.0,0.3333333333333333,High School,Retired,22711.6,Never Married,Female,No,1.5517136865581576,14,0.0,0.0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Bank Transfer(automatic),0.6037098048137823,-0.12754845983207433,0.5879430447944756,2,2,2,3,4,2,3,2
6334,F818870,d2e49559-8d5f-4457-847b-a23c6e7ddeb9,New Century,KS,Johnson,66031,38.83398,-94.89195,641,Urban,America/Chicago,Occupational hygienist,4.0,0.6111111111111112,Associate's/Some College,Student,17766.54,Widowed,Female,No,-0.18850916796229342,10,-0.5,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),0.3011747840071931,0.9982001375950479,0.40285372580631723,4,5,3,3,4,3,3,5
6335,F711590,f16559e9-296d-407f-96a1-5b3d74cb2238,Newton Center,MA,Middlesex,2459,42.31493,-71.19174,19463,Rural,America/New_York,Water engineer,1.0,-0.6944444444444444,Associate's/Some College,Retired,84123.33,Divorced,Male,No,1.142691622451739,6,0.0,1.0,No,Month-to-month,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,0.6115262927647805,0.48063862488902026,0.7006961703512505,6,6,5,4,3,4,3,5
6336,Z931013,89acd493-e7b5-4e7b-a19c-cdea9ac075c3,Beaumont,TX,Jefferson,77702,30.08626,-94.12829,2762,Urban,America/Chicago,Geophysicist/field seismologist,1.0,-0.9722222222222222,High School,Full Time,85844.61,Widowed,Female,No,0.4339931305593482,6,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),0.4319019072426457,0.3816279388869177,-0.5190801467536921,2,2,2,2,4,3,2,1
6337,A34326,92390b13-c30e-4c4d-b26d-121c0056c8c9,Texline,TX,Dallam,79087,36.30895,-102.9359,647,Suburban,America/Chicago,Theatre director,2.0,0.9166666666666666,Associate's/Some College,Full Time,99342.82,Divorced,Female,No,0.5614201807906916,8,0.5,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,0.4889988332858475,0.5435333587297724,0.5099792092140674,5,4,3,5,2,3,4,4
6338,D964633,b6f8f223-559f-4460-9a7b-706275122b86,Fort Thompson,SD,Buffalo,57339,44.11594,-99.41254,1605,Suburban,America/Chicago,Equities trader,1.0,0.9722222222222222,Graduate Degree,Full Time,33186.785,Widowed,Male,No,1.3624430578344118,11,0.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,0.498369664377841,0.36161561567974737,0.33679672379844844,3,3,3,3,3,5,3,3
6339,U369647,5a70686c-9c1c-44ad-8f00-341b48a217df,Washington,DC,District of Columbia,20053,38.88419,-77.011,0,Suburban,America/New_York,Tourist information centre manager,0.0,-0.3333333333333333,High School,Full Time,21939.33,Separated,Male,No,0.9413667177873949,13,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,0.5674896174366483,-0.8646969391498908,0.6590766250931565,5,3,4,3,4,4,4,5
6340,S968318,a89cf8e4-09ea-4e7d-aa1f-39b2c0a679ad,Colbert,GA,Madison,30628,34.02972,-83.21264,6874,Urban,America/New_York,Planning and development surveyor,3.0,-0.1388888888888889,High School,Student,28644.87,Never Married,Female,No,0.3483049130384906,14,0.0,0.0,No,One year,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Bank Transfer(automatic),0.25465865900467644,-0.5735239356868249,0.3835348309801826,4,4,4,3,4,4,4,4
6341,V573037,40060e4b-3d0d-4700-8f18-d8d8f0a86837,Vancleave,MS,Jackson,39565,30.58049,-88.7431,19704,Rural,America/Chicago,"Doctor, hospital",4.0,0.1111111111111111,Associate's/Some College,Full Time,38158.54,Married,Female,No,-0.06429666650395609,15,0.0,1.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,0.16864539131840914,-0.17275918283177827,0.19529146289847385,4,4,3,2,4,4,5,3
6342,Q154305,1081d90e-7094-4b35-9ea7-cc54c95e2180,Ballard,WV,Monroe,24918,37.52016,-80.75007,2158,Rural,America/New_York,Planning and development surveyor,1.0,0.027777777777777776,High School,Retired,33186.785,Widowed,Male,No,0.4521805607444242,10,0.0,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),0.41300634046296464,1.1547998757652387,0.604239118056992,2,2,4,4,4,4,3,4
6343,M446951,411af614-1f51-4499-b686-475140ff00b6,Graceville,FL,Jackson,32440,30.92011,-85.52475,7762,Urban,America/Chicago,"Engineer, production",1.0,-0.05555555555555555,High School,Unemployed,33186.785,Married,Female,No,1.394166736133173,18,-0.5,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,0.5610804704188801,-0.8262941377193487,0.6576785471781073,4,4,4,4,5,4,4,3
6344,V123994,0e606f69-270a-4558-a385-2c5aff948f0b,Aguila,AZ,Maricopa,85320,33.91865,-113.2134,1480,Urban,America/Phoenix,Chiropodist,1.0,-0.8611111111111112,Bachelor's Degree,Unemployed,53937.51,Separated,Female,No,-0.49428559171124503,12,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,0.4841878688999694,-0.4062203395704604,0.4857927365862261,3,3,3,3,3,2,3,2
6345,W878528,88af4055-c2f9-4178-ac5c-4a30db62bb6e,Polk City,FL,Polk,33868,28.25613,-81.82391,12092,Suburban,America/New_York,"Horticulturist, amenity",0.0,-0.2222222222222222,High School,Full Time,7504.8,Never Married,Male,No,1.0920496783756946,16,0.5,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),0.38535257615766405,0.8609206078601798,0.47221550503215204,5,3,4,4,2,4,4,4
6346,H772847,913a24bb-1f8b-4c1c-866b-73c28111c143,Bidwell,OH,Gallia,45614,38.92975,-82.27709,4825,Rural,America/New_York,Broadcast journalist,1.0,0.5833333333333334,Associate's/Some College,Full Time,48852.05,Married,Male,No,-0.9929437389356834,9,0.0,4.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),0.056328802197420605,0.03535526380611734,0.12410006907261986,3,4,3,2,4,2,3,3
6347,S974700,e1188937-31a8-4f9f-b0ba-5db198d041f5,Ewing,MO,Lewis,63440,39.97681,-91.75185,990,Suburban,America/Chicago,Health and safety adviser,0.0,-0.8611111111111112,Associate's/Some College,Full Time,41417.8,Never Married,Male,No,-0.4235147662334193,13,-0.5,1.0,No,One year,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,0.01773456647507409,0.29440074608569045,0.5698990300100093,4,2,3,4,4,4,5,5
6348,F218295,19fe18f9-8fd9-40a2-bf1a-394d1f4852bd,Snover,MI,Sanilac,48472,43.51347,-82.95538,1761,Rural,America/Detroit,Warehouse manager,1.0,-0.4444444444444444,Associate's/Some College,Full Time,33186.785,Never Married,Prefer not to answer,Yes,-0.2940731812261497,17,-0.5,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,0.5789658633977343,1.1458980678010642,0.7619124365521717,6,6,5,3,4,4,4,5
6349,Q796173,f5ce09a0-fe0a-4577-9931-5b9da9235395,Seltzer,PA,Schuylkill,17974,40.69572,-76.23628,244,Rural,America/New_York,Medical physicist,3.0,-0.4444444444444444,Graduate Degree,Full Time,33186.785,Never Married,Female,No,-0.3550846447495231,7,-0.5,1.0,No,Two Year,No,No,,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),0.17094332684538746,-0.30256578671209194,0.2303847327300163,4,2,3,3,3,3,1,3
6350,L343348,360cd4c0-c561-4834-a955-acdaeeb3f614,Saint Augustine,FL,St. Johns,32092,29.93407,-81.51364,34642,Urban,America/New_York,Physiotherapist,0.0,-0.6666666666666666,High School,Full Time,32937.96,Divorced,Female,No,0.9854988114958181,9,0.0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,0.5551477747191751,0.5520715672285527,0.5961027817824237,3,2,2,3,5,3,2,5
6351,P140379,ebd0d6f3-3321-4de9-9f76-5a57433bc0ee,Sherrills Ford,NC,Catawba,28673,35.6076,-80.99922,6307,Urban,America/New_York,"Geologist, engineering",1.0,-0.6111111111111112,Associate's/Some College,Retired,105425.1,Never Married,Female,No,-0.35746527402117484,12,0.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,0.15574314932158517,0.5896116172960313,0.2104236947984954,3,3,4,1,4,2,4,3
6352,T415137,7cdb2507-351d-4f3b-ad76-a9632881bb4e,Sharps Chapel,TN,Union,37866,36.34645,-83.85615,1596,Urban,America/New_York,Purchasing manager,2.0,0.8333333333333334,Associate's/Some College,Full Time,25314.39,Widowed,Female,No,-0.15365891184143948,16,-0.5,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Electronic Check,0.5000267971336576,0.29999029049888104,0.5436285173788358,3,3,4,3,3,4,3,3
6353,O456467,218b5002-29b9-4b09-b7d9-7dd5c7f48cec,Bloomingdale,GA,Effingham,31302,32.12246,-81.34075,8139,Urban,America/New_York,Equities trader,1.0,-0.8888888888888888,Associate's/Some College,Full Time,33970.73,Never Married,Male,No,-0.03492587279232809,16,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,0.5112476547414042,-0.038193891211390156,0.5471904730252184,2,2,3,3,5,1,2,3
6354,N548388,5a9e0a05-2066-4ae9-9619-93d7c95f7cfe,Blair,WV,Logan,25022,37.85869,-81.8117,364,Suburban,America/New_York,Museum/gallery curator,1.0,0.2777777777777778,High School,Full Time,6464.45,Separated,Male,No,1.0632200187954566,11,1.5,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),0.4396801522335016,0.4582900156432408,0.5160957427377181,2,3,3,3,3,4,3,4
6355,I185824,f850b7bd-9617-4dc1-a29b-9f1547fd9fc0,Mount Holly,NJ,Burlington,8060,40.00857,-74.78952,24364,Rural,America/New_York,"Engineer, chemical",1.0,-0.6388888888888888,Associate's/Some College,Unemployed,45289.33,Divorced,Male,No,0.8949338453627647,11,0.5,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,0.4783975116324032,0.39746205771104665,0.5803644255221198,3,4,3,4,4,3,3,5
6356,C477136,942866ed-0852-40de-b98b-66ee161a3764,Fairmount,IL,Vermilion,61841,40.02634,-87.82426,1341,Suburban,America/Chicago,Retail buyer,3.0,-0.2222222222222222,Associate's/Some College,Student,17055.76,Married,Male,No,-0.14192516595532387,11,-0.5,0.0,No,Month-to-month,Yes,Yes,,Yes,Yes,No,No,No,No,No,Yes,Yes,Credit Card (automatic),0.10674235121598144,-0.3529546126246717,0.15900246249698782,4,4,3,4,5,3,3,3
6357,Q724099,d548f691-1ef8-4ef4-bf74-6e4a874bfff1,Paramus,NJ,Bergen,7652,40.94554,-74.07117,26613,Urban,America/New_York,Ambulance person,0.0,0.9722222222222222,Graduate Degree,Full Time,16584.87,Separated,Male,No,-0.23763304921872255,11,1.5,1.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),0.6505960470500648,-0.7211756185924183,0.6116124075403802,3,4,3,3,4,2,4,4
6358,M701595,c191263d-ac9d-4577-8c30-c562926b7979,Arnot,PA,Tioga,16911,41.65672,-77.12533,407,Urban,America/New_York,Logistics and distribution manager,1.0,0.16666666666666666,High School,Full Time,11327.01,Widowed,Female,Yes,-1.2492610895485703,10,0.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,0.6436195983650177,0.5567218130228077,0.7284129388367842,4,5,4,4,2,4,4,6
6359,K790327,022ffa33-0b1a-402f-9a37-e315ab5a8cae,Saint Louis,MO,St. Louis,63125,38.51852,-90.29283,33031,Urban,America/Chicago,Senior tax professional/tax inspector,0.0,0.0,Associate's/Some College,Unemployed,48137.72,Divorced,Male,No,6.124721161902684,6,0.0,2.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,0.6045091759562651,0.19272206926953114,0.7239874509829444,4,3,4,3,4,3,3,3
6360,X460024,f38647d8-f6d1-4c22-a378-fb9ab0abc218,Compton,CA,Los Angeles,90221,33.88615,-118.2059,52322,Suburban,America/Los_Angeles,Technical brewer,1.0,0.3055555555555556,Associate's/Some College,Full Time,79298.31,Never Married,Female,No,0.5725225659290948,11,0.0,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),0.5686617175272478,-0.2600007282434817,0.703699261901627,4,4,3,2,4,5,3,4
6361,C632525,c8d5261b-40b8-4464-97f9-2d14cd4e83d9,Omega,OK,Kingfisher,73764,35.85041,-98.20502,144,Suburban,America/Chicago,Tourist information centre manager,1.0,-0.3611111111111111,No Diploma,Part Time,45572.07,Divorced,Male,Yes,-0.481505668208878,10,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,0.17636319377713788,1.1273449266589635,0.2707098973519586,6,6,4,3,4,5,3,4
6362,R430129,d56574e9-f431-4596-a114-1bb06b292b03,Shiloh,OH,Richland,44878,40.94621,-82.51718,3118,Rural,America/New_York,Biomedical engineer,0.0,-0.6944444444444444,Bachelor's Degree,Full Time,51233.97,Never Married,Male,No,0.5073022563208482,8,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,0.439200716099037,0.35006016951199226,0.4991040717990561,2,3,2,4,2,4,4,3
6363,R104575,3a4f618e-4446-4d95-93a7-5bedc7c3e107,Dahlonega,GA,Lumpkin,30533,34.5641,-84.01541,26683,Rural,America/New_York,"Scientist, research (medical)",3.0,-0.1388888888888889,Graduate Degree,Full Time,47312.43,Widowed,Female,No,-0.5529074033013345,10,-0.5,0.0,No,Month-to-month,Yes,No,,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed Check,-0.3164799897581174,-0.8413356734982977,0.471726154820009,2,4,3,5,2,4,3,4
6364,E177109,fa1a7b84-b30a-46dc-acbd-cac1901e2aa8,Kensington,MD,Montgomery,20895,39.02674,-77.07756,19637,Rural,America/New_York,Teaching laboratory technician,1.0,0.9444444444444444,Graduate Degree,Full Time,33186.785,Separated,Male,No,0.28144924600941035,12,0.0,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),0.5298816769839182,0.29857097679624484,0.6820887030956061,3,3,2,3,5,2,4,3
6365,H419829,da9a04c1-eac7-4f75-9afc-aadd447ab349,Farson,WY,Sweetwater,82932,42.25268,-109.3557,272,Urban,America/Denver,Newspaper journalist,1.0,-0.8888888888888888,High School,Full Time,33186.785,Divorced,Male,No,-0.2342021821330844,16,0.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,0.6380083300815315,0.6016965153169046,0.7163776307594159,4,5,4,3,4,4,5,4
6366,S400879,481baaab-1892-424d-8cad-f6c5aff74791,Armstrong,IA,Emmet,50514,43.41604,-94.47187,1443,Suburban,America/Chicago,"Psychologist, counselling",1.0,0.2222222222222222,High School,Full Time,16382.76,Divorced,Male,No,-0.6316276448101965,10,0.5,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,0.6525048371387191,-0.474184734378269,0.7467994758278744,4,4,4,6,3,4,4,3
6367,V424932,25b1a464-bea4-4786-b0f5-9f59800b26a1,Yazoo City,MS,Yazoo,39194,32.8361,-90.48744,21750,Suburban,America/Chicago,Medical secretary,1.0,0.5277777777777778,Associate's/Some College,Retired,19153.88,Widowed,Male,No,0.25680159009568987,14,-0.5,3.0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Mailed Check,0.3781102922618731,0.5974784425714296,0.4451686393217979,4,3,3,5,3,5,5,4
6368,P239147,760dfbbe-b2df-4bfa-9db9-a68c52feab40,Allardt,TN,Fentress,38504,36.39559,-84.72439,883,Suburban,America/Chicago,Podiatrist,0.0,0.2222222222222222,Graduate Degree,Full Time,13463.55,Separated,Prefer not to answer,No,0.2308885058880557,13,-0.5,0.0,No,One year,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),0.30923453449489996,0.08090885472275029,-0.4620625650218358,3,4,4,5,2,5,3,4
6369,F98602,f82ed22f-25d0-4fb9-bf48-b7f487cad814,Looneyville,WV,Roane,25259,38.67354,-81.25174,684,Rural,America/New_York,Environmental education officer,2.0,-0.2777777777777778,Associate's/Some College,Full Time,33186.785,Never Married,Male,No,-0.11582305698649545,8,0.5,0.0,Yes,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,0.5322038641441572,1.041804962955926,0.6563931138735419,3,3,2,3,3,4,4,2
6370,F417728,559b1235-261f-4f25-8aa7-04dd5e974b0d,Knoxville,IA,Marion,50138,41.30073,-93.10426,11741,Urban,America/Chicago,Ecologist,1.0,0.9166666666666666,High School,Full Time,32183.92,Married,Female,No,-1.53425245882854,5,0.0,1.0,No,Month-to-month,Yes,Yes,,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,0.17515882035919889,-0.6862429594280969,0.14031171623196315,3,3,3,3,3,4,5,5
6371,J269900,2a36b4cb-d83b-4985-bb15-1861595e4c3d,New Boston,IL,Mercer,61272,41.24656,-91.00568,1198,Urban,America/Chicago,Medical technical officer,0.0,0.7777777777777778,High School,Full Time,46037.64,Divorced,Male,No,-0.7607615570558088,12,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),0.35492032088477016,-0.3550724200371446,0.33603528293857826,3,3,4,3,4,4,2,2
6372,X390643,c3211abd-a489-41d7-b5b5-dc31a3aa83a1,Mac Arthur,WV,Raleigh,25873,37.75151,-81.21522,446,Suburban,America/New_York,"Designer, blown glass/stained glass",0.0,-0.3333333333333333,Graduate Degree,Full Time,38143.8,Married,Prefer not to answer,No,-1.0998182938016143,8,1.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),0.6454916379017306,0.950732865281602,0.7209192045051188,4,4,4,3,4,4,4,4
6373,P997581,7833331e-aa4e-4c15-b601-bfadfa7306e6,Orford,NH,Grafton,3777,43.89512,-72.06962,1507,Suburban,America/New_York,Television/film/video producer,1.0,0.1111111111111111,Graduate Degree,Full Time,47658.35,Separated,Male,No,0.258064762724196,5,0.0,0.0,No,Two Year,No,Yes,,No,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,-0.44568112560838696,-0.5280229710086042,0.5082760043500494,4,4,4,6,2,4,4,5
6374,W805678,976ec160-da6d-4227-94f5-bd561f182466,Rockwood,ME,Somerset,4478,45.86407,-69.87681,309,Rural,America/New_York,Publishing rights manager,1.0,-0.3055555555555556,High School,Unemployed,33186.785,Never Married,Female,No,-0.16283924448564657,9,-0.5,0.0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,0.5502013742890867,0.35222741369388266,-0.48612990370018666,4,4,4,3,4,4,4,2
6375,L529675,2a454f50-96cc-4362-8f05-7ee5388f7094,Casco,MI,St. Clair,48064,42.76719,-82.67231,4048,Suburban,America/Detroit,Structural engineer,0.0,-0.5833333333333334,Associate's/Some College,Full Time,33186.785,Widowed,Male,No,0.6523663543777048,13,-0.5,0.0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,0.5439179626622246,0.7649239700580575,0.5882926789826171,3,3,4,3,2,3,4,4
6376,U648807,45e5094d-9460-4e73-a4d6-d0399e57954a,Fort Mill,SC,York,29708,35.04658,-80.98587,34082,Rural,America/New_York,"Designer, multimedia",1.0,-0.19444444444444445,Bachelor's Degree,Part Time,27400.85,Never Married,Female,No,-1.310639098700751,9,-0.5,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,0.2251533757754223,-0.4186959475431828,0.3514352465299131,4,4,4,1,5,4,3,3
6377,O409629,15e158cf-476c-4713-a731-db219c29475c,Baldwin Place,NY,Westchester,10505,41.3421,-73.74565,925,Urban,America/New_York,IT technical support officer,0.0,0.5833333333333334,High School,Full Time,33186.785,Never Married,Male,No,-0.49775029377800417,9,0.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,0.49471699530670643,0.40786770030621666,0.5213840745427394,2,1,2,2,3,2,4,3
6378,Z296111,60dba014-52e7-4ff7-b6c3-54509e74c2c8,Hazel Green,WI,Grant,53811,42.53599,-90.51387,3263,Urban,America/Chicago,"Horticulturist, amenity",1.0,0.9166666666666666,High School,Unemployed,85485.62,Never Married,Female,No,-0.0038991951046529433,14,0.5,0.0,No,Month-to-month,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No,Yes,Bank Transfer(automatic),0.25571006058204687,-0.8929604186463194,0.2176145963687781,3,2,3,3,3,3,4,3
